project_ena	sample_ena	sample_original	sag_id	sample_description	collection_date
PRJEB108838	ERS29379515	P4_77	ICM0076_COSAG.1_Chlorodendrophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379516	P3_75	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379517	P3_89	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379518	P4_01	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379519	P4_13	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379520	P4_45	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379521	P4_48	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379522	P4_65	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379523	P4_84	ICM0077_COSAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379524	P3_79	ICM0078_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379525	P4_17	ICM0078_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379526	P3_82	ICM0079_COSAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379527	P4_20	ICM0079_COSAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379528	P4_80	ICM0079_COSAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379529	P3_86	ICM0080_SAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379530	P4_03	ICM0081_SAG.1_MAST-12	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379531	GC1003837_C04	ICM0082_COSAG.1_Prymnesiophyceae	Sample not used for final dataset	2020-09-15
PRJEB108838	ERS29379532	P3_55	ICM0082_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379533	P4_06	ICM0082_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379534	P4_14	ICM0083_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379535	P4_16	ICM0084_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379536	P4_19	ICM0085_SAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379537	P4_22	ICM0086_SAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379538	P4_28	ICM0087_SAG.1_Diatomea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379539	P4_36	ICM0088_SAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379540	P4_38	ICM0089_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379541	P4_41	ICM0090_SAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379542	GC1003828_A01_1	ICM0091_COSAG.1_Bolidophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379543	GC1003828_A01_2	ICM0091_COSAG.1_Bolidophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379544	P4_42	ICM0091_COSAG.1_Bolidophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379545	P4_47	ICM0091_COSAG.1_Bolidophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379546	P4_46	ICM0092_COSAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379547	P4_63	ICM0092_COSAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379548	P4_71	ICM0092_COSAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379549	P4_83	ICM0092_COSAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379550	P4_56	ICM0093_SAG.1_Chlorophyta	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379551	P4_58	ICM0094_SAG.1_Centroplasthelida	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379552	P4_75	ICM0095_COSAG.1_Centroplasthelida	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379553	P4_86	ICM0095_COSAG.1_Centroplasthelida	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379554	P4_78	ICM0096_SAG.1_Mamiellophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379555	P4_79	ICM0097_SAG.1_Diatomea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379556	P4_81	ICM0098_SAG.1_Chrysophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379557	P3_17	ICM0099_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379558	P3_22	ICM0100_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379559	P3_25	ICM0101_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379560	P3_56	ICM0101_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379561	P4_27	ICM0101_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379562	P3_28	ICM0102_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379563	P3_30	ICM0103_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379564	P3_33	ICM0104_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379565	P3_36	ICM0105_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379566	P3_39	ICM0106_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379567	P3_95	ICM0106_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379568	P3_42	ICM0107_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379569	P4_18	ICM0107_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379570	P3_48	ICM0108_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379571	P3_50	ICM0109_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379572	P3_58	ICM0110_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379573	P3_59	ICM0111_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379574	P3_61	ICM0112_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379575	P3_65	ICM0113_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379576	P3_69	ICM0114_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379577	P3_73	ICM0115_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379578	P4_23	ICM0115_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379579	P3_85	ICM0116_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379580	P3_90	ICM0117_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379581	P3_96	ICM0118_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379582	P4_04	ICM0119_SAG.1_Dinoflagellata	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379583	P4_05	ICM0120_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379584	P4_37	ICM0120_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379585	P4_10	ICM0121_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379586	P4_11	ICM0122_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379587	P4_21	ICM0122_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379588	P4_32	ICM0123_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379589	P4_34	ICM0124_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379590	P4_40	ICM0125_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379591	P4_50	ICM0126_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379592	P4_61	ICM0127_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379593	P4_64	ICM0128_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379594	P4_67	ICM0129_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379595	P4_70	ICM0130_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379596	P4_74	ICM0131_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379597	P4_87	ICM0132_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379598	GC1003827_B05_1	ICM0133_SAG.1_Kinetoplastea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379599	GC1003827_B05_2	ICM0133_SAG.1_Kinetoplastea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379600	GC1003827_C11_1	ICM0134_COSAG.1_MAST-7	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379601	GC1003827_C11_2	ICM0134_COSAG.1_MAST-7	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379602	GC1003827_D03_1	ICM0134_COSAG.1_MAST-7	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379603	GC1003827_D03_2	ICM0134_COSAG.1_MAST-7	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379604	GC1003827_D04_1	ICM0135_SAG.1_Cercozoa	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379605	GC1003827_D04_2	ICM0135_SAG.1_Cercozoa	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379606	GC1003827_D12_1	ICM0136_SAG.1_MAST-3	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379607	GC1003827_D12_2	ICM0136_SAG.1_MAST-3	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379608	GC1003827_E11_1	ICM0137_SAG.1_Tunicaraptor	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379609	GC1003827_E11_2	ICM0137_SAG.1_Tunicaraptor	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379610	GC1003827_E12_1	ICM0138_SAG.1_MAST-9	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379611	GC1003827_E12_2	ICM0138_SAG.1_MAST-9	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379612	GC1003828_A07_1	ICM0139_SAG.1_Chlorarachnea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379613	GC1003828_A07_2	ICM0139_SAG.1_Chlorarachnea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379614	GC1003828_A08_1	ICM0140_COSAG.1_Chlorodendrophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379615	GC1003828_A08_2	ICM0140_COSAG.1_Chlorodendrophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379616	GC1003828_B07_1	ICM0140_COSAG.1_Chlorodendrophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379617	GC1003828_B07_2	ICM0140_COSAG.1_Chlorodendrophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379618	GC1003828_B05_1	ICM0141_SAG.1_Diatomea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379619	GC1003828_B05_2	ICM0141_SAG.1_Diatomea	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379620	GC1003828_B06_1	ICM0142_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379621	GC1003828_B06_2	ICM0142_SAG.1_Prymnesiophyceae	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379622	GC1003837_A04	ICM0143_SAG.1_Choanoflagellata	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379623	GC1003837_B04	ICM0144_SAG.1_MAST-3	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379624	GC1003837_B07	ICM0145_SAG.1_Choanoflagellata	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379625	GC1003837_C01	ICM0146_SAG.1_Ciliophora	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379626	GC1003838_B04	ICM0147_SAG.1_Picozoa	Sample used for final dataset	2020-09-15
PRJEB108838	ERS29379627	AH2979	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379628	AH2982	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379629	AH2983	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379630	AH2995	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379631	AH3003	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379632	AH3004	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379633	AH6112	ICM0004_COSAG.1_Prymnesiophyceae	Sample used for final dataset	2018-05-08
PRJEB108838	ERS29379634	AH6114	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379635	AH6148	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379636	AH6162	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379637	AH6164	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379638	AH6177	discarded	Discarded sample	2018-05-08
PRJEB108838	ERS29379639	AP7857	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379640	AP7858	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379641	GC1003827_A03_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379642	GC1003827_A03_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379643	GC1003827_A05_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379644	GC1003827_A05_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379645	GC1003827_A06_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379646	GC1003827_A06_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379647	GC1003827_A07_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379648	GC1003827_A07_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379649	GC1003827_A10_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379650	GC1003827_A10_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379651	GC1003827_A12_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379652	GC1003827_A12_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379653	GC1003827_B04_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379654	GC1003827_B04_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379655	GC1003827_B06_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379656	GC1003827_B06_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379657	GC1003827_B08_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379658	GC1003827_B08_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379659	GC1003827_B10_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379660	GC1003827_B10_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379661	GC1003827_B11_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379662	GC1003827_B11_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379663	GC1003827_C02_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379664	GC1003827_C02_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379665	GC1003827_C08_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379666	GC1003827_C08_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379667	GC1003827_C10_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379668	GC1003827_C10_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379669	GC1003827_D02_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379670	GC1003827_D02_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379671	GC1003827_D05_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379672	GC1003827_D05_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379673	GC1003827_D08_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379674	GC1003827_D08_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379675	GC1003827_D10_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379676	GC1003827_D10_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379677	GC1003827_E01_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379678	GC1003827_E01_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379679	GC1003827_E02_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379680	GC1003827_E02_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379681	GC1003827_E03_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379682	GC1003827_E03_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379683	GC1003827_E05_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379684	GC1003827_E05_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379685	GC1003827_E06_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379686	GC1003827_E06_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379687	GC1003827_E07_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379688	GC1003827_E07_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379689	GC1003827_E08_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379690	GC1003827_E08_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379691	GC1003827_F02_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379692	GC1003827_F02_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379693	GC1003827_F06_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379694	GC1003827_F06_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379695	GC1003827_F09_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379696	GC1003827_F09_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379697	GC1003827_G03_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379698	GC1003827_G03_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379699	GC1003827_G05_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379700	GC1003827_G05_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379701	GC1003827_H05_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379702	GC1003827_H05_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379703	GC1003827_H06_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379704	GC1003827_H06_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379705	GC1003828_A03_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379706	GC1003828_A03_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379707	GC1003828_A04_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379708	GC1003828_A04_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379709	GC1003828_A05_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379710	GC1003828_A05_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379711	GC1003828_A10_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379712	GC1003828_A10_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379713	GC1003828_B02_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379714	GC1003828_B02_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379715	GC1003828_B12_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379716	GC1003828_B12_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379717	GC1003828_C02_1	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379718	GC1003828_C02_2	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379719	GC1003837_D04	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379720	GC1003838_B12	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379721	GC1003838_C01	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379722	GC1003838_E03	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379723	GC1003838_E06	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379724	P1_01	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379725	P1_02	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379726	P1_03	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379727	P1_04	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379728	P1_06	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379729	P1_07	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379730	P1_08	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379731	P1_09	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379732	P1_10	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379733	P1_12	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379734	P1_13	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379735	P1_15	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379736	P1_16	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379737	P1_20	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379738	P1_21	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379739	P1_22	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379740	P1_23	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379741	P1_24	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379742	P1_25	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379743	P1_26	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379744	P1_28	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379745	P1_30	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379746	P1_31	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379747	P1_32	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379748	P1_34	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379749	P1_36	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379750	P1_37	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379751	P1_40	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379752	P1_41	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379753	P1_42	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379754	P1_44	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379755	P1_45	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379756	P1_48	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379757	P1_50	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379758	P1_51	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379759	P1_52	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379760	P1_54	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379761	P1_55	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379762	P1_56	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379763	P1_57	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379764	P1_59	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379765	P1_61	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379766	P1_62	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379767	P1_63	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379768	P1_66	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379769	P1_67	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379770	P1_68	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379771	P1_69	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379772	P1_70	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379773	P1_71	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379774	P1_72	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379775	P1_73	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379776	P1_74	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379777	P1_75	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379778	P1_76	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379779	P1_77	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379780	P1_78	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379781	P1_79	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379782	P1_80	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379783	P1_81	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379784	P1_82	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379785	P1_85	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379786	P1_86	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379787	P1_87	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379788	P1_89	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379789	P1_94	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379790	P1_95	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379791	P1_96	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379792	P2_02	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379793	P2_03	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379794	P2_07	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379795	P2_08	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379796	P2_09	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379797	P2_11	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379798	P2_12	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379799	P2_13	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379800	P2_16	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379801	P2_17	discarded	Discarded sample	2020-09-15
