annot	count	avg_count
Aldo_ket_red	2623	18.471830985915492
Myb_DNA-binding	5672	39.943661971830984
Forkhead	196	1.380281690140845
Glyco_hydro_32N	165	1.1619718309859155
Ribosomal_L16	299	2.1056338028169015
Ribosomal_S14	154	1.0845070422535212
FKBP_C	2680	18.87323943661972
GSHPx	496	3.492957746478873
Flavodoxin_1	925	6.514084507042254
Tropomyosin	50	0.352112676056338
Calreticulin	571	4.02112676056338
Secretin	5	0.035211267605633804
Tyrosinase	548	3.859154929577465
TK	128	0.9014084507042254
Aminotran_5	1525	10.73943661971831
Porin_1	13	0.09154929577464789
Ribonuc_red_sm	259	1.823943661971831
DEAD	9993	70.37323943661971
Helicase_C	13807	97.23239436619718
Glycolytic	326	2.295774647887324
EPSP_synthase	167	1.176056338028169
Ribosomal_L23	304	2.140845070422535
Orn_DAP_Arg_deC	426	3.0
potato_inhibit	47	0.33098591549295775
Ribosomal_L5	272	1.9154929577464788
Pyridoxal_deC	592	4.169014084507042
Cytochrom_B559	13	0.09154929577464789
Cytochrom_B559a	8	0.056338028169014086
Citrate_synt	514	3.619718309859155
Na_K-ATPase	7	0.04929577464788732
GHMP_kinases_N	700	4.929577464788732
Biotin_carb_N	570	4.014084507042254
Trp_syntA	98	0.6901408450704225
PALP	1693	11.922535211267606
PAX	1	0.007042253521126761
NUDIX	2517	17.725352112676056
PfkB	1070	7.535211267605634
Glyco_hydro_28	368	2.591549295774648
Bac_luciferase	25	0.176056338028169
Ribosomal_L3	403	2.8380281690140845
Ribosomal_L11	355	2.5
His_Phos_1	2772	19.52112676056338
Rubredoxin	55	0.3873239436619718
CAT	2	0.014084507042253521
Thymidylat_synt	156	1.0985915492957747
Lipoxygenase	203	1.4295774647887325
ATP-synt_ab_C	149	1.0492957746478873
CH	3244	22.845070422535212
Bac_DnaA	1	0.007042253521126761
GATase_2	146	1.028169014084507
PEPcase	120	0.8450704225352113
Ribosomal_S15	386	2.7183098591549295
CSD	1321	9.30281690140845
Thaumatin	79	0.5563380281690141
FBPase	451	3.176056338028169
Ribonuc_red_lgN	227	1.5985915492957747
Ribosomal_S2	467	3.288732394366197
SRF-TF	291	2.0492957746478875
GATA	703	4.950704225352113
AA_permease	527	3.711267605633803
Crp	1	0.007042253521126761
Peptidase_S9	1147	8.077464788732394
Ribosomal_L30	304	2.140845070422535
His_Phos_2	1139	8.02112676056338
Complex1_30kDa	58	0.4084507042253521
Aconitase	490	3.4507042253521125
Glyco_hydro_10	136	0.9577464788732394
Glyco_hydro_17	88	0.6197183098591549
Ribosomal_S5	387	2.7253521126760565
NDK	854	6.014084507042254
Tetraspanin	496	3.492957746478873
DNA_pol_viral_C	2	0.014084507042253521
Gal-bind_lectin	32	0.22535211267605634
Ribosomal_S10	281	1.9788732394366197
Arrestin_N	450	3.1690140845070425
PGI	236	1.6619718309859155
Phosphorylase	230	1.619718309859155
SecY	241	1.6971830985915493
PapD_N	1	0.007042253521126761
Complex1_49kDa	74	0.5211267605633803
Ribosomal_L6	468	3.295774647887324
polyprenyl_synt	581	4.091549295774648
Hexokinase_1	161	1.1338028169014085
Dynamin_N	1307	9.204225352112676
Biopterin_H	178	1.2535211267605635
TBP	578	4.070422535211268
HemolysinCabind	710	5.0
Pentaxin	136	0.9577464788732394
Rieske	774	5.450704225352113
LacI	5	0.035211267605633804
PTS_EIIA_1	1	0.007042253521126761
PTS_EIIA_2	5	0.035211267605633804
PHY	74	0.5211267605633803
Proton_antipo_M	87	0.6126760563380281
Integrin_beta	36	0.2535211267605634
Biotin_lipoyl	1423	10.02112676056338
PFK	543	3.823943661971831
Ribosomal_S17	336	2.3661971830985915
PTS_EIIB	2	0.014084507042253521
HMG-CoA_red	240	1.6901408450704225
FGGY_N	454	3.1971830985915495
Hemocyanin_M	8	0.056338028169014086
FERM_M	532	3.7464788732394365
NiFeSe_Hases	1	0.007042253521126761
SDF	192	1.352112676056338
MerR	5	0.035211267605633804
ECH_1	1528	10.76056338028169
Ribosomal_S9	379	2.6690140845070425
TFIIB	652	4.591549295774648
dCMP_cyt_deam_1	696	4.901408450704225
Molybdopterin	94	0.6619718309859155
Chromo	2103	14.809859154929578
C1q	7	0.04929577464788732
PI-PLC-Y	491	3.4577464788732395
PI-PLC-X	596	4.197183098591549
2-Hacid_dh	600	4.225352112676056
malic	393	2.767605633802817
PEP-utilizers	180	1.267605633802817
GntR	11	0.07746478873239436
6PGD	186	1.3098591549295775
Cu-oxidase	181	1.2746478873239437
SLH	9	0.06338028169014084
Granulin	117	0.823943661971831
WW	4613	32.485915492957744
RrnaAD	306	2.1549295774647885
PIR	51	0.3591549295774648
WD40	93586	659.056338028169
ATP-synt_DE	6	0.04225352112676056
Calponin	8	0.056338028169014086
HMA	904	6.366197183098592
Dockerin_1	23	0.1619718309859155
Transferrin	50	0.352112676056338
ADK	1641	11.556338028169014
PGM_PMM_IV	200	1.408450704225352
Ribosomal_S8	271	1.908450704225352
Ribosomal_S11	289	2.035211267605634
LIM	2527	17.795774647887324
Peptidase_M10	35	0.24647887323943662
RCC1	5889	41.471830985915496
Ribosomal_S13	267	1.880281690140845
Tubulin-binding	30	0.2112676056338028
Oxidored_q2	15	0.1056338028169014
PSII	30	0.2112676056338028
Chorismate_bind	241	1.6971830985915493
PBS_linker_poly	86	0.6056338028169014
Ribosomal_60s	768	5.408450704225352
ATP-synt_B	27	0.19014084507042253
CUB	515	3.6267605633802815
Prenyltrans	573	4.035211267605634
Pkinase_C	740	5.211267605633803
Spectrin	445	3.1338028169014085
SSB	82	0.5774647887323944
T2SSE	21	0.14788732394366197
S-AdoMet_synt_N	257	1.8098591549295775
Bromodomain	2785	19.612676056338028
TetR_N	15	0.1056338028169014
Acyl-CoA_dh_1	1384	9.746478873239436
UCH	5150	36.267605633802816
Ribosomal_L36	56	0.39436619718309857
Ribonuclease_T2	247	1.7394366197183098
HSF_DNA-bind	907	6.387323943661972
SRP54	462	3.2535211267605635
Urease_alpha	56	0.39436619718309857
