ontology	GO.ID	Term	Annotated	Significant	Expected	classic	sag_id	enriched_in
MF	GO:0008373	sialyltransferase activity	21	10	0.75	8.6e-10	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	999	75	35.85	2.8e-9	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008146	sulfotransferase activity	270	24	9.69	6.7e-5	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008173	RNA methyltransferase activity	466	35	16.72	5.5e-4	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0120013	lipid transfer activity	31	6	1.11	7.2e-4	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0009001	serine O-acetyltransferase activity	6	3	0.22	8.5e-4	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0005254	chloride channel activity	33	6	1.18	0.00102	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1838	117	65.95	0.00117	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016760	cellulose synthase (UDP-forming) activity	2	2	0.07	0.00129	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	856	52	30.72	0.00154	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004751	ribose-5-phosphate isomerase activity	17	4	0.61	0.00271	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	171	14	6.14	0.00364	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008270	zinc ion binding	2256	105	80.95	0.00465	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003676	nucleic acid binding	9185	380	329.58	0.0065	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016758	hexosyltransferase activity	609	44	21.85	0.00722	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003774	cytoskeletal motor activity	2631	90	94.41	0.00725	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0009982	pseudouridine synthase activity	267	18	9.58	0.00836	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004525	ribonuclease III activity	24	4	0.86	0.0099	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008168	methyltransferase activity	1789	111	64.19	0.01185	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008649	rRNA methyltransferase activity	152	7	5.45	0.01198	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0051536	iron-sulfur cluster binding	519	27	18.62	0.01203	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016740	transferase activity	17324	708	621.64	0.01605	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008374	O-acyltransferase activity	226	18	8.11	0.01721	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0009976	tocopherol cyclase activity	6	2	0.22	0.01754	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015095	magnesium ion transmembrane transporter activity	250	16	8.97	0.0193	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015297	antiporter activity	398	24	14.28	0.01964	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008175	tRNA methyltransferase activity	106	10	3.8	0.02392	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008725	DNA-3-methyladenine glycosylase activity	7	2	0.25	0.02397	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003723	RNA binding	3633	157	130.36	0.0281	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004358	glutamate N-acetyltransferase activity	8	2	0.29	0.03121	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0070009	serine-type aminopeptidase activity	8	2	0.29	0.03121	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0046422	violaxanthin de-epoxidase activity	20	3	0.72	0.03335	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004150	dihydroneopterin aldolase activity	1	1	0.04	0.03588	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0000156	phosphorelay response regulator activity	1	1	0.04	0.03588	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	1	1	0.04	0.03588	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016987	sigma factor activity	1	1	0.04	0.03588	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0050897	cobalt ion binding	1	1	0.04	0.03588	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008984	protein-glutamate methylesterase activity	1	1	0.04	0.03588	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0046406	magnesium protoporphyrin IX methyltransferase activity	1	1	0.04	0.03588	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004252	serine-type endopeptidase activity	384	21	13.78	0.03869	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008113	peptide-methionine (S)-S-oxide reductase activity	71	6	2.55	0.04211	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0071949	FAD binding	190	12	6.82	0.04233	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	23	3	0.83	0.04787	ICM0003_COSAG.1_Prymnesiophyceae	PF
MF	GO:0043565	sequence-specific DNA binding	152	10	5.45	0.04807	ICM0003_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006412	translation	2417	72	40.12	5.2e-6	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	168	11	2.79	1.3e-4	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015979	photosynthesis	30	8	0.5	2.4e-4	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006633	fatty acid biosynthetic process	56	6	0.93	3.3e-4	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006352	DNA-templated transcription initiation	183	9	3.04	0.00134	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0042549	photosystem II stabilization	4	2	0.07	0.00161	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0005992	trehalose biosynthetic process	109	7	1.81	0.00234	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015031	protein transport	1038	28	17.23	0.00235	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015986	proton motive force-driven ATP synthesis	110	7	1.83	0.00246	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0010207	photosystem II assembly	5	2	0.08	0.00266	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015969	guanosine tetraphosphate metabolic process	5	2	0.08	0.00266	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0009101	glycoprotein biosynthetic process	317	14	5.26	0.00414	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006885	regulation of pH	7	2	0.12	0.00547	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	74	5	1.23	0.00782	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0120009	intermembrane lipid transfer	28	3	0.46	0.01096	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0007004	telomere maintenance via telomerase	1	1	0.02	0.0166	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015995	chlorophyll biosynthetic process	1	1	0.02	0.0166	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015693	magnesium ion transport	243	9	4.03	0.02108	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0009245	lipid A biosynthetic process	14	2	0.23	0.02194	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0009052	pentose-phosphate shunt, non-oxidative branch	15	2	0.25	0.02504	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006629	lipid metabolic process	2831	59	46.99	0.03113	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0015833	peptide transport	2	1	0.03	0.03292	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0032955	regulation of division septum assembly	2	1	0.03	0.03292	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0010206	photosystem II repair	2	1	0.03	0.03292	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0017009	protein-phycocyanobilin linkage	2	1	0.03	0.03292	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006862	nucleotide transport	52	3	0.86	0.03901	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0044238	primary metabolic process	31912	563	529.69	0.04403	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006265	DNA topological change	155	6	2.57	0.04534	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0009966	regulation of signal transduction	222	6	3.68	0.04779	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006354	DNA-templated transcription elongation	46	3	0.76	0.0489	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0016114	terpenoid biosynthetic process	29	2	0.48	0.04894	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0043419	urea catabolic process	3	1	0.05	0.04897	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0005840	ribosome	1349	47	23.83	3.8e-5	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0009654	photosystem II oxygen evolving complex	10	3	0.18	6e-4	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0000139	Golgi membrane	202	11	3.57	9.7e-4	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0009523	photosystem II	14	5	0.25	0.0018	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0019773	proteasome core complex, alpha-subunit complex	106	7	1.87	0.00277	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0043231	intracellular membrane-bounded organelle	3190	71	56.35	0.00942	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0005697	telomerase holoenzyme complex	1	1	0.02	0.01766	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0009507	chloroplast	1	1	0.02	0.01766	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0000445	THO complex part of transcription export complex	14	2	0.25	0.02461	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0005737	cytoplasm	2775	70	49.02	0.02541	ICM0004_COSAG.1_Prymnesiophyceae	PF
CC	GO:0005740	mitochondrial envelope	181	6	3.2	0.03154	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003735	structural constituent of ribosome	1367	48	21.5	3.7e-7	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008373	sialyltransferase activity	15	4	0.24	7.2e-5	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	168	11	2.64	8.1e-5	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	3	2	0.05	7.3e-4	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:2001070	starch binding	31	4	0.49	0.00137	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0009029	tetraacyldisaccharide 4'-kinase activity	4	2	0.06	0.00145	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008171	O-methyltransferase activity	60	6	0.94	0.00237	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	45	4	0.71	0.00545	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0051536	iron-sulfur cluster binding	509	17	8.01	0.00675	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003677	DNA binding	2698	63	42.44	0.00926	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0120013	lipid transfer activity	28	3	0.44	0.00949	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0071949	FAD binding	186	8	2.93	0.00969	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	949	25	14.93	0.0097	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0005525	GTP binding	2402	53	37.78	0.00979	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008767	UDP-galactopyranose mutase activity	10	2	0.16	0.01023	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	88	5	1.38	0.01281	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0019901	protein kinase binding	91	5	1.43	0.01464	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0015095	magnesium ion transmembrane transporter activity	243	9	3.82	0.01561	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0046406	magnesium protoporphyrin IX methyltransferase activity	1	1	0.02	0.01573	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003989	acetyl-CoA carboxylase activity	34	3	0.53	0.01618	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003723	RNA binding	3554	78	55.91	0.01702	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	1713	44	26.95	0.01945	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003824	catalytic activity	46825	763	736.58	0.0202	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003725	double-stranded RNA binding	37	3	0.58	0.02029	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0140662	ATP-dependent protein folding chaperone	67	4	1.05	0.02139	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004751	ribose-5-phosphate isomerase activity	15	2	0.24	0.02267	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0000049	tRNA binding	142	6	2.23	0.02537	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016829	lyase activity	984	25	15.48	0.02542	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	16	2	0.25	0.02564	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	72	4	1.13	0.02701	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:1904680	peptide transmembrane transporter activity	30	2	0.47	0.0312	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors	2	1	0.03	0.03121	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0042162	telomeric DNA binding	2	1	0.03	0.03121	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008883	glutamyl-tRNA reductase activity	2	1	0.03	0.03121	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	2	1	0.03	0.03121	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0010277	chlorophyllide a oxygenase [overall] activity	2	1	0.03	0.03121	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0010242	oxygen evolving activity	2	1	0.03	0.03121	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0001671	ATPase activator activity	77	4	1.21	0.03345	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0005471	ATP:ADP antiporter activity	19	2	0.3	0.03542	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004618	phosphoglycerate kinase activity	47	3	0.74	0.03776	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004540	RNA nuclease activity	317	8	4.99	0.03803	ICM0004_COSAG.1_Prymnesiophyceae	PF
MF	GO:0004435	phosphatidylinositol phospholipase C activity	49	3	0.77	0.04193	ICM0004_COSAG.1_Prymnesiophyceae	PF
BP	GO:0006468	protein phosphorylation	15005	316	228.87	1.7e-9	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0046488	phosphatidylinositol metabolic process	1094	34	16.69	1.2e-4	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0016579	protein deubiquitination	1114	33	16.99	3.1e-4	ICM0006_COSAG.1_MAST-3	HF
BP	GO:2001256	regulation of store-operated calcium entry	3	2	0.05	6.9e-4	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0005975	carbohydrate metabolic process	7893	139	120.39	7.4e-4	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0007275	multicellular organism development	47	3	0.72	0.00225	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0031221	arabinan metabolic process	44	4	0.67	0.00451	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0019752	carboxylic acid metabolic process	5382	105	82.09	0.00927	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0007017	microtubule-based process	4486	73	68.42	0.01298	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006996	organelle organization	2614	54	39.87	0.0137	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0016197	endosomal transport	102	5	1.56	0.01523	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0040001	establishment of mitotic spindle localization	1	1	0.02	0.01525	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0000281	mitotic cytokinesis	1	1	0.02	0.01525	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006198	cAMP catabolic process	1	1	0.02	0.01525	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006527	arginine catabolic process	1	1	0.02	0.01525	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0016042	lipid catabolic process	86	5	1.31	0.02417	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0035556	intracellular signal transduction	1979	34	30.19	0.02585	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006511	ubiquitin-dependent protein catabolic process	874	22	13.33	0.02709	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0046856	phosphatidylinositol dephosphorylation	422	12	6.44	0.03051	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006694	steroid biosynthetic process	266	10	4.06	0.03129	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	78	4	1.19	0.03165	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0045492	xylan biosynthetic process	22	2	0.34	0.0439	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006508	proteolysis	10237	198	156.14	0.04652	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0071203	WASH complex	226	16	3.07	1.1e-7	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0032580	Golgi cisterna membrane	6	3	0.08	4.8e-5	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0005789	endoplasmic reticulum membrane	440	14	5.97	0.0017	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0005869	dynactin complex	26	3	0.35	0.0051	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0030119	AP-type membrane coat adaptor complex	133	6	1.81	0.0135	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0005840	ribosome	3658	64	49.66	0.0209	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0005634	nucleus	3635	75	49.35	0.021	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0030286	dynein complex	850	19	11.54	0.0252	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0030131	clathrin adaptor complex	132	5	1.79	0.0346	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0005819	spindle	3	1	0.04	0.0402	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0005741	mitochondrial outer membrane	140	6	1.9	0.046	ICM0006_COSAG.1_MAST-3	HF
CC	GO:0005667	transcription regulator complex	351	9	4.77	0.0494	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0046872	metal ion binding	31229	483	492.09	2.9e-11	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004672	protein kinase activity	15003	314	236.41	4.5e-8	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0005085	guanyl-nucleotide exchange factor activity	738	33	11.63	1.6e-7	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0003924	GTPase activity	3578	94	56.38	2e-6	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0005515	protein binding	65296	1138	1028.9	7.2e-5	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0008376	acetylgalactosaminyltransferase activity	6	3	0.09	7.5e-5	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0003950	NAD+ ADP-ribosyltransferase activity	736	26	11.6	1.6e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004843	cysteine-type deubiquitinase activity	1312	39	20.67	1.8e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0052742	phosphatidylinositol kinase activity	352	16	5.55	1.9e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004650	polygalacturonase activity	197	11	3.1	3.3e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0005525	GTP binding	5524	120	87.04	3.7e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0050660	flavin adenine dinucleotide binding	1933	39	30.46	4.1e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0008294	calcium- and calmodulin-responsive adenylate cyclase activity	11	3	0.17	5.9e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0003993	acid phosphatase activity	221	11	3.48	8.6e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	996	32	15.69	8.9e-4	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004499	N,N-dimethylaniline monooxygenase activity	144	8	2.27	0.00215	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0008234	cysteine-type peptidase activity	3713	92	58.51	0.00444	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0035091	phosphatidylinositol binding	1140	30	17.96	0.00764	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0043531	ADP binding	347	12	5.47	0.00989	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0016787	hydrolase activity	39677	756	625.21	0.01167	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0008792	arginine decarboxylase activity	1	1	0.02	0.01576	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	1	1	0.02	0.01576	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	1	1	0.02	0.01576	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	277	5	4.36	0.01576	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0016830	carbon-carbon lyase activity	958	18	15.1	0.01688	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004609	phosphatidylserine decarboxylase activity	13	2	0.2	0.01725	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0015631	tubulin binding	3833	53	60.4	0.02199	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004623	phospholipase A2 activity	15	2	0.24	0.02275	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	1663	35	26.2	0.02661	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0070008	serine-type exopeptidase activity	944	27	14.88	0.02903	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	2	1	0.03	0.03127	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0009678	diphosphate hydrolysis-driven proton transmembrane transporter activity	154	6	2.43	0.03599	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004812	aminoacyl-tRNA ligase activity	1839	40	28.98	0.03881	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004185	serine-type carboxypeptidase activity	584	16	9.2	0.04565	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0030414	peptidase inhibitor activity	85	4	1.34	0.04651	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0004526	ribonuclease P activity	3	1	0.05	0.04653	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0008198	ferrous iron binding	22	2	0.35	0.04656	ICM0006_COSAG.1_MAST-3	HF
MF	GO:0009922	fatty acid elongase activity	251	8	3.96	0.04704	ICM0006_COSAG.1_MAST-3	HF
BP	GO:0006468	protein phosphorylation	14924	235	173.02	8e-7	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0016579	protein deubiquitination	1109	28	12.86	1.4e-4	ICM0007_COSAG.1_MAST-3	HF
BP	GO:2001256	regulation of store-operated calcium entry	3	2	0.03	4e-4	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0007275	multicellular organism development	47	3	0.54	0.00131	ICM0007_COSAG.1_MAST-3	HF
BP	GO:1901031	regulation of response to reactive oxygen species	6	2	0.07	0.00195	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0046488	phosphatidylinositol metabolic process	1083	23	12.56	0.00269	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0015074	DNA integration	214	8	2.48	0.00378	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0006508	proteolysis	10202	163	118.28	0.00869	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0016197	endosomal transport	100	3	1.16	0.01159	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0006198	cAMP catabolic process	1	1	0.01	0.01159	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0009394	2'-deoxyribonucleotide metabolic process	1	1	0.01	0.01159	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0006527	arginine catabolic process	1	1	0.01	0.01159	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0032218	riboflavin transport	16	2	0.19	0.01447	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0017121	plasma membrane phospholipid scrambling	132	5	1.53	0.01927	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0032981	mitochondrial respiratory chain complex I assembly	2	1	0.02	0.02305	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0046785	microtubule polymerization	94	4	1.09	0.024140000000000002	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0006511	ubiquitin-dependent protein catabolic process	869	17	10.07	0.03357	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0009094	L-phenylalanine biosynthetic process	63	3	0.73	0.03695	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0016192	vesicle-mediated transport	2131	37	24.71	0.03854	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0008610	lipid biosynthetic process	2567	36	29.76	0.04445	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0019236	response to pheromone	71	3	0.82	0.04973	ICM0007_COSAG.1_MAST-3	HF
BP	GO:0006886	intracellular protein transport	2099	32	24.33	0.04996	ICM0007_COSAG.1_MAST-3	HF
CC	GO:0071203	WASH complex	218	8	2.24	0.002	ICM0007_COSAG.1_MAST-3	HF
CC	GO:0005789	endoplasmic reticulum membrane	437	11	4.49	0.0041	ICM0007_COSAG.1_MAST-3	HF
