annot	count_bg	avg_count	count_fg	species	pval	pval_adj	species_count
WWE	1441.0	10.147887323943662	48.0	ICM0016_COSAG.1_Dictyochophyceae	6.531547940234211e-10	1.2728769189290331e-07	1
Ysc84	177.0	1.2464788732394363	10.0	ICM0016_COSAG.1_Dictyochophyceae	7.62833763900642e-05	0.005735684968429054	1
p450	3315.0	23.34507042253521	14.0	ICM0016_COSAG.1_Dictyochophyceae	9.98699450430046e-06	0.0009238019207843003	1
zf-CCCH	3695.0	26.02112676056338	11.0	ICM0016_COSAG.1_Dictyochophyceae	1.3216636393916019e-08	2.1106234063506443e-06	1
zf-CCHC	3323.0	23.401408450704224	7.0	ICM0016_COSAG.1_Dictyochophyceae	1.0486836342624813e-09	2.0096274044583352e-07	1
zf-CW	341.0	2.401408450704225	16.0	ICM0016_COSAG.1_Dictyochophyceae	6.045139527028693e-06	0.0005940770451433839	1
zf-MYND	2743.0	19.316901408450704	190.0	ICM0016_COSAG.1_Dictyochophyceae	1.600540927733088e-78	1.5335849655895874e-75	1
zf-RING_2	5531.0	38.95070422535211	172.0	ICM0016_COSAG.1_Dictyochophyceae	4.956542250412365e-28	2.9994906734337563e-25	1
2OG-FeII_Oxy_3	1989.0	14.007042253521126	14.0	ICM0017_SAG.1_MAST-8	0.00012090273837472023	0.02775201456653328	1
7tm_3	947.0	6.669014084507042	15.0	ICM0017_SAG.1_MAST-8	3.881201417897646e-09	2.4746971485117384e-06	1
ANF_receptor	903.0	6.359154929577465	26.0	ICM0017_SAG.1_MAST-8	8.812031253137946e-21	1.4447954670323458e-17	1
Ank	13497.0	95.04929577464787	59.0	ICM0017_SAG.1_MAST-8	3.8668120496906873e-07	0.00016436815516407416	1
Ank_2	49660.0	349.71830985915494	230.0	ICM0017_SAG.1_MAST-8	6.1336467479013456e-27	1.407917274513275e-23	1
DUF1800	125.0	0.8802816901408451	4.0	ICM0017_SAG.1_MAST-8	0.0001719404890651309	0.03794924986539437	1
DUF268	102.0	0.7183098591549296	4.0	ICM0017_SAG.1_MAST-8	8.060784773513224e-05	0.020111658009915497	1
DUF4116	5810.0	40.91549295774648	236.0	ICM0017_SAG.1_MAST-8	4.45572208962479e-209	5.1138322422623715e-205	1
DUF5695	83.0	0.5845070422535211	4.0	ICM0017_SAG.1_MAST-8	3.7279289961526036e-05	0.009950102578800798	1
DUF7630	210.0	1.4788732394366195	5.0	ICM0017_SAG.1_MAST-8	0.00010217677903193319	0.023932303937744842	1
EF-hand_5	4944.0	34.816901408450704	42.0	ICM0017_SAG.1_MAST-8	1.3995102934581328e-13	1.1472985455727849e-10	1
EF-hand_7	17178.0	120.97183098591547	73.0	ICM0017_SAG.1_MAST-8	5.6274387222728246e-08	2.8080919224141397e-05	1
EGF_2	1234.0	8.690140845070422	17.0	ICM0017_SAG.1_MAST-8	2.8147943563054995e-09	1.9003173427834246e-06	1
Ephrin_rec_like	5187.0	36.5281690140845	101.0	ICM0017_SAG.1_MAST-8	1.1883032523726868e-60	6.819078213740664e-57	1
GYF	475.0	3.3450704225352115	7.0	ICM0017_SAG.1_MAST-8	8.532637406595793e-05	0.020835974364999982	1
Glyco_hydro_28	368.0	2.591549295774648	8.0	ICM0017_SAG.1_MAST-8	1.7152562620961093e-06	0.0006350321329057112	1
Glyco_hydro_32N	165.0	1.1619718309859155	6.0	ICM0017_SAG.1_MAST-8	1.9938000077952653e-06	0.0007150888340458207	1
He_PIG	561.0	3.950704225352113	9.0	ICM0017_SAG.1_MAST-8	4.432097358895921e-06	0.0014129772607791248	1
INT_rpt	1.0	0.0070422535211267	7.0	ICM0017_SAG.1_MAST-8	1.4084653074889224e-18	1.6164956334050364e-15	1
IQ	6824.0	48.056338028169016	38.0	ICM0017_SAG.1_MAST-8	1.5248673181410556e-07	6.731116234732652e-05	1
Ion_trans	10808.0	76.11267605633803	67.0	ICM0017_SAG.1_MAST-8	3.597736858493092e-14	3.176248148071171e-11	1
LRR_1	8651.0	60.92253521126761	48.0	ICM0017_SAG.1_MAST-8	4.3833111318277884e-09	2.6477506242098697e-06	1
LRR_14	1871.0	13.17605633802817	33.0	ICM0017_SAG.1_MAST-8	1.2070010310141507e-19	1.731593854118676e-16	1
LRR_6	43563.0	306.78169014084506	42.0	ICM0017_SAG.1_MAST-8	9.392473099168405e-09	5.133210179007418e-06	1
LRR_8	7837.0	55.19014084507042	49.0	ICM0017_SAG.1_MAST-8	6.654209305183106e-11	4.7731475122241566e-08	1
Lipoxygenase	203.0	1.4295774647887325	8.0	ICM0017_SAG.1_MAST-8	2.1565584747237235e-08	1.1250373461092808e-05	1
MORN	29519.0	207.88028169014083	10.0	ICM0017_SAG.1_MAST-8	6.076020825469769e-16	5.811207584493045e-13	1
Melibiase_2	770.0	5.422535211267606	11.0	ICM0017_SAG.1_MAST-8	1.195531845405534e-06	0.0004900399639185469	1
Melibiase_C	576.0	4.056338028169014	8.0	ICM0017_SAG.1_MAST-8	4.070273349900079e-05	0.010616938008364366	1
Notch	989.0	6.964788732394366	10.0	ICM0017_SAG.1_MAST-8	6.514380597207896e-05	0.016614565803145562	1
PAE	541.0	3.8098591549295775	7.0	ICM0017_SAG.1_MAST-8	0.00018699525040148744	0.04049329224260135	1
PKD_channel	1750.0	12.32394366197183	24.0	ICM0017_SAG.1_MAST-8	1.9062304929331742e-12	1.4585204911596027e-09	1
PQQ_2	646.0	4.549295774647887	24.0	ICM0017_SAG.1_MAST-8	9.43957897816285e-22	1.8056341322062505e-18	1
PhyH	1494.0	10.52112676056338	13.0	ICM0017_SAG.1_MAST-8	2.6139425794830155e-05	0.007174505576486998	1
Polycystin_dom	1064.0	7.492957746478873	14.0	ICM0017_SAG.1_MAST-8	1.1763951984255997e-07	5.4005950769322425e-05	1
RCC1	5889.0	41.471830985915496	35.0	ICM0017_SAG.1_MAST-8	1.0453369303967406e-07	4.9988883125680796e-05	1
RCC1_2	4349.0	30.62676056338028	62.0	ICM0017_SAG.1_MAST-8	1.5031052227221708e-30	4.312784660295589e-27	1
RRM_1	21714.0	152.9154929577465	18.0	ICM0017_SAG.1_MAST-8	6.511237865437151e-06	0.002019715594097897	1
Sel1	27035.0	190.387323943662	5.0	ICM0017_SAG.1_MAST-8	1.858652522059493e-18	1.9392504541524364e-15	1
Sulfatase	1774.0	12.492957746478874	13.0	ICM0017_SAG.1_MAST-8	0.0001416925233857893	0.03188637433134713	1
TSP1_ADAMTS	531.0	3.73943661971831	9.0	ICM0017_SAG.1_MAST-8	2.8708714355687646e-06	0.000998454286849173	1
WD40	93586.0	659.056338028169	133.0	ICM0017_SAG.1_MAST-8	1.4298624656451475e-06	0.0005470177172736452	1
WW	4613.0	32.485915492957744	73.0	ICM0017_SAG.1_MAST-8	1.6115226279005934e-38	6.165148400138369e-35	1
YHYH	134.0	0.943661971830986	4.0	ICM0017_SAG.1_MAST-8	0.0002225284873969499	0.04729554536768137	1
cNMP_binding	7442.0	52.40845070422535	38.0	ICM0017_SAG.1_MAST-8	1.3307001851132872e-06	0.0005266360698119034	1
zf-MYND	2743.0	19.316901408450704	19.0	ICM0017_SAG.1_MAST-8	1.0291198860261703e-05	0.003108212876821673	1
zf-RING_11	179.0	1.2605633802816902	15.0	ICM0017_SAG.1_MAST-8	4.128100106806847e-19	5.26424499175802e-16	1
Ank	13497.0	95.04929577464787	59.0	ICM0018_SAG.1_MALV-I	6.93646079933071e-18	1.9895503687680306e-14	1
Ank_2	49660.0	349.71830985915494	113.0	ICM0018_SAG.1_MALV-I	5.936810603521359e-12	1.1352171342366758e-08	1
Ank_3	476.0	3.352112676056338	7.0	ICM0018_SAG.1_MALV-I	1.5728820124448837e-06	0.0016405159389800137	1
Ank_5	1333.0	9.387323943661972	9.0	ICM0018_SAG.1_MALV-I	2.671701758287444e-05	0.021894595909165603	1
CathepsinC_exc	167.0	1.176056338028169	4.0	ICM0018_SAG.1_MALV-I	4.593767919615059e-05	0.031002529024555046	1
DUF4116	5810.0	40.91549295774648	57.0	ICM0018_SAG.1_MALV-I	6.702235729624353e-34	7.68947505259802e-30	1
ER_lumen_recept	394.0	2.7746478873239435	8.0	ICM0018_SAG.1_MALV-I	2.5513645710606534e-08	3.6589757154723594e-05	1
Exostosin_GT47	892.0	6.28169014084507	7.0	ICM0018_SAG.1_MALV-I	8.317932835232932e-05	0.04771582170931372	1
Glyco_transf_25	312.0	2.197183098591549	5.0	ICM0018_SAG.1_MALV-I	3.344982562209009e-05	0.025584656624149306	1
Hint	531.0	3.73943661971831	6.0	ICM0018_SAG.1_MALV-I	3.7638686743648684e-05	0.026989290813117583	1
KH_1	3671.0	25.85211267605634	20.0	ICM0018_SAG.1_MALV-I	1.5253571579101733e-08	2.5000603818147742e-05	1
LRR_6	43563.0	306.78169014084506	20.0	ICM0018_SAG.1_MALV-I	4.438351929762861e-06	0.003917016283859177	1
MORN	29519.0	207.88028169014083	108.0	ICM0018_SAG.1_MALV-I	1.868685306983731e-25	1.071971326351217e-21	1
NAPRTase	185.0	1.3028169014084507	4.0	ICM0018_SAG.1_MALV-I	6.769769819169375e-05	0.04314976063073902	1
PPR	4006.0	28.211267605633804	20.0	ICM0018_SAG.1_MALV-I	6.133250254955808e-08	7.818531130567553e-05	1
PPR_2	3105.0	21.866197183098592	24.0	ICM0018_SAG.1_MALV-I	5.38605996298369e-13	1.2358853191062373e-09	1
PPR_3	2575.0	18.133802816901408	15.0	ICM0018_SAG.1_MALV-I	4.046484595670886e-07	0.00046425317766132074	1
RESC6	0.0	0.0	8.0	ICM0018_SAG.1_MALV-I	2.3872054582548712e-24	9.12946940751938e-21	1
Sel1	27035.0	190.387323943662	8.0	ICM0018_SAG.1_MALV-I	3.5099173892645537e-06	0.0033557735172526854	1
zf-RING_2	5531.0	38.95070422535211	18.0	ICM0018_SAG.1_MALV-I	8.137301309797549e-05	0.04771582170931372	1
ABC_tran	14380.0	101.26760563380282	66.0	ICM0019_COSAG.1_Choanoflagellata	0.0007652134014150092	0.044778579144732114	1
ASD1_dom	41.0	0.2887323943661972	4.0	ICM0019_COSAG.1_Choanoflagellata	0.00024945926361726875	0.01764273859496855	1
Alpha_L_fucos	195.0	1.3732394366197185	13.0	ICM0019_COSAG.1_Choanoflagellata	2.699931485483562e-09	5.763853734195279e-07	1
Ank	13497.0	95.04929577464787	154.0	ICM0019_COSAG.1_Choanoflagellata	3.54537253477361e-09	7.431100832885486e-07	1
Ank_2	49660.0	349.71830985915494	501.0	ICM0019_COSAG.1_Choanoflagellata	7.31370840126649e-17	3.372497217992003e-14	1
Ank_4	5299.0	37.316901408450704	75.0	ICM0019_COSAG.1_Choanoflagellata	1.4174406612782843e-08	2.635525152131623e-06	1
ArabFuran-catal	42.0	0.2957746478873239	14.0	ICM0019_COSAG.1_Choanoflagellata	1.8466743643385456e-18	1.0137362891473692e-15	1
BNR_2	248.0	1.7464788732394363	11.0	ICM0019_COSAG.1_Choanoflagellata	2.065960312831123e-06	0.0002430243927175223	1
BTB	4074.0	28.690140845070424	5.0	ICM0019_COSAG.1_Choanoflagellata	2.745028741135514e-07	3.906752015779038e-05	1
Bac_rhamnosid	133.0	0.9366197183098592	11.0	ICM0019_COSAG.1_Choanoflagellata	5.5178390557194115e-09	1.0601608105722228e-06	1
Bac_rhamnosid6H	260.0	1.8309859154929575	35.0	ICM0019_COSAG.1_Choanoflagellata	6.452066587189845e-32	5.721494124394194e-29	1
Bac_rhamnosid_C	143.0	1.0070422535211268	10.0	ICM0019_COSAG.1_Choanoflagellata	1.1871631931071447e-07	1.8007391171235742e-05	1
Bac_rhamnosid_N	136.0	0.9577464788732394	15.0	ICM0019_COSAG.1_Choanoflagellata	2.1329492158316926e-13	7.451102593972046e-11	1
Beta-AFase-like_GH127_cat	82.0	0.5774647887323944	7.0	ICM0019_COSAG.1_Choanoflagellata	2.7381208437703223e-06	0.00030946134399004193	1
Beta-prop_BT_1020	11.0	0.0774647887323943	4.0	ICM0019_COSAG.1_Choanoflagellata	2.6865302960212824e-06	0.00030795104035359356	1
Beta-prop_WDR3_1st	162.0	1.1408450704225352	19.0	ICM0019_COSAG.1_Choanoflagellata	5.005260426523776e-17	2.404193424873587e-14	1
Big_5	205.0	1.443661971830986	9.0	ICM0019_COSAG.1_Choanoflagellata	1.860772031742436e-05	0.0017351483418336544	1
C1_1	597.0	4.204225352112676	13.0	ICM0019_COSAG.1_Choanoflagellata	0.0003419406440098948	0.022706950450222595	1
CAP_GLY	1228.0	8.647887323943662	26.0	ICM0019_COSAG.1_Choanoflagellata	8.979721842626301e-07	0.00011375630044153406	1
CBS	4130.0	29.08450704225352	10.0	ICM0019_COSAG.1_Choanoflagellata	0.00018509750763044295	0.013250918493701472	1
CIMR	254.0	1.7887323943661972	31.0	ICM0019_COSAG.1_Choanoflagellata	2.7880349892388164e-27	2.1426978237296714e-24	1
COesterase	852.0	6.0	21.0	ICM0019_COSAG.1_Choanoflagellata	9.897742288147734e-07	0.00012138422669975221	1
Cadherin	1131.0	7.964788732394366	186.0	ICM0019_COSAG.1_Choanoflagellata	1.1159570110493843e-176	6.4323762116886516e-173	1
Cullin_AB	0.0	0.0	4.0	ICM0019_COSAG.1_Choanoflagellata	2.0889750993370177e-09	4.721902930422969e-07	1
Cupin_8	1812.0	12.76056338028169	29.0	ICM0019_COSAG.1_Choanoflagellata	4.3181971546074736e-05	0.0037372698846301353	1
DCX	172.0	1.2112676056338028	9.0	ICM0019_COSAG.1_Choanoflagellata	4.8717025310558706e-06	0.0005200091368334452	1
DEP	857.0	6.035211267605634	16.0	ICM0019_COSAG.1_Choanoflagellata	0.0004038933348170953	0.025724211954538532	1
DERM	82.0	0.5774647887323944	6.0	ICM0019_COSAG.1_Choanoflagellata	3.219768518350705e-05	0.0028773249208951107	1
DUF1501	72.0	0.5070422535211268	5.0	ICM0019_COSAG.1_Choanoflagellata	0.00018621172761794228	0.013250918493701472	1
DUF1800	125.0	0.8802816901408451	7.0	ICM0019_COSAG.1_Choanoflagellata	3.638506540940136e-05	0.00320188575602732	1
DUF2961	99.0	0.6971830985915493	5.0	ICM0019_COSAG.1_Choanoflagellata	0.0007457638525896089	0.043863090268637814	1
DUF3694	32.0	0.2253521126760563	4.0	ICM0019_COSAG.1_Choanoflagellata	0.00010351358981116806	0.008117718798252689	1
DUF4116	5810.0	40.91549295774648	16.0	ICM0019_COSAG.1_Choanoflagellata	3.92715954492347e-05	0.003429719335899831	1
DUF5054	112.0	0.7887323943661971	7.0	ICM0019_COSAG.1_Choanoflagellata	1.8663982858030285e-05	0.0017351483418336544	1
DUF5695	83.0	0.5845070422535211	10.0	ICM0019_COSAG.1_Choanoflagellata	9.655800639576863e-10	2.473601550512046e-07	1
DUF5703_N	41.0	0.2887323943661972	5.0	ICM0019_COSAG.1_Choanoflagellata	1.5366054527451275e-05	0.0014761656382704857	1
DUF7885	0.0	0.0	120.0	ICM0019_COSAG.1_Choanoflagellata	2.5893849439975374e-261	2.9850429634403613e-257	1
Dpy19	48.0	0.3380281690140845	4.0	ICM0019_COSAG.1_Choanoflagellata	0.00043655688233889303	0.027500698030616166	1
EF-hand_5	4944.0	34.816901408450704	10.0	ICM0019_COSAG.1_Choanoflagellata	3.40663464135147e-06	0.00038127848684951207	1
EF-hand_7	17178.0	120.97183098591547	46.0	ICM0019_COSAG.1_Choanoflagellata	1.152276948695725e-13	4.15107770767635e-11	1
EGF	908.0	6.394366197183099	87.0	ICM0019_COSAG.1_Choanoflagellata	1.9368910649446284e-65	3.1897828852402396e-62	1
EGF_LMN_ATRN	59.0	0.4154929577464789	7.0	ICM0019_COSAG.1_Choanoflagellata	3.54384809629061e-07	4.922106126992548e-05	1
EPTP	291.0	2.0492957746478875	87.0	ICM0019_COSAG.1_Choanoflagellata	3.296746181563218e-103	9.501222495265195e-100	1
Ephrin_rec_like	5187.0	36.5281690140845	15.0	ICM0019_COSAG.1_Choanoflagellata	0.0001815575433936834	0.01308122100151489	1
FAD_oxidored	152.0	1.0704225352112675	17.0	ICM0019_COSAG.1_Choanoflagellata	4.4314084480993835e-15	1.8244741639174893e-12	1
FA_hydroxylase	1241.0	8.73943661971831	20.0	ICM0019_COSAG.1_Choanoflagellata	0.0007174640209277019	0.04263363522296158	1
FERM_C	46.0	0.323943661971831	4.0	ICM0019_COSAG.1_Choanoflagellata	0.0003753748456556931	0.024448142489936892	1
Fibrinogen_C	127.0	0.8943661971830986	8.0	ICM0019_COSAG.1_Choanoflagellata	4.509480623931394e-06	0.0004904272889875577	1
Fn3-like	554.0	3.9014084507042255	22.0	ICM0019_COSAG.1_Choanoflagellata	1.5968560932969926e-10	4.720142831673777e-08	1
Forkhead	196.0	1.380281690140845	10.0	ICM0019_COSAG.1_Choanoflagellata	1.8191310512320122e-06	0.0002184473204021108	1
GF_recep_IV	90.0	0.6338028169014085	14.0	ICM0019_COSAG.1_Choanoflagellata	1.8683384306649522e-14	7.426967389208816e-12	1
GH123_N	84.0	0.5915492957746479	8.0	ICM0019_COSAG.1_Choanoflagellata	2.450238724478544e-07	3.530794001973582e-05	1
GHL15	130.0	0.9154929577464788	13.0	ICM0019_COSAG.1_Choanoflagellata	2.598237631116039e-11	7.882232476712026e-09	1
GSDH	148.0	1.0422535211267605	6.0	ICM0019_COSAG.1_Choanoflagellata	0.0006835804383967374	0.04125819525569418	1
Gal-3-0_sulfotr	119.0	0.8380281690140845	10.0	ICM0019_COSAG.1_Choanoflagellata	2.3570285868510854e-08	3.995856698414604e-06	1
Glyco_hydro2_C5	86.0	0.6056338028169014	8.0	ICM0019_COSAG.1_Choanoflagellata	2.895364150143008e-07	4.070458283274219e-05	1
Glyco_hydro_2	246.0	1.732394366197183	11.0	ICM0019_COSAG.1_Choanoflagellata	1.9172715533002904e-06	0.00022785882955098712	1
Glyco_hydro_20	528.0	3.7183098591549295	21.0	ICM0019_COSAG.1_Choanoflagellata	4.001211290945589e-10	1.12502350639075e-07	1
Glyco_hydro_28	368.0	2.591549295774648	15.0	ICM0019_COSAG.1_Choanoflagellata	8.87418525319546e-08	1.3824541567410443e-05	1
Glyco_hydro_2_C	339.0	2.387323943661972	17.0	ICM0019_COSAG.1_Choanoflagellata	6.653120426861881e-10	1.7431175518378129e-07	1
Glyco_hydro_2_N2	167.0	1.176056338028169	10.0	ICM0019_COSAG.1_Choanoflagellata	4.588467826868306e-07	6.150681059085795e-05	1
Glyco_hydro_3	768.0	5.408450704225352	35.0	ICM0019_COSAG.1_Choanoflagellata	1.4747393682921903e-17	7.727634289851078e-15	1
Glyco_hydro_31_2nd	860.0	6.056338028169014	25.0	ICM0019_COSAG.1_Choanoflagellata	4.527556799811656e-09	9.15678505056645e-07	1
Glyco_hydro_31_3rd	740.0	5.211267605633803	22.0	ICM0019_COSAG.1_Choanoflagellata	2.5227732304713326e-08	4.214859391430946e-06	1
Glyco_hydro_32C	123.0	0.8661971830985915	6.0	ICM0019_COSAG.1_Choanoflagellata	0.00026714940487914936	0.018479870791346907	1
Glyco_hydro_32N	165.0	1.1619718309859155	12.0	ICM0019_COSAG.1_Choanoflagellata	4.379528501645416e-09	9.015572244101492e-07	1
Glyco_hydro_39	97.0	0.6830985915492958	5.0	ICM0019_COSAG.1_Choanoflagellata	0.0006829933082618976	0.04125819525569418	1
Glyco_hydro_3_C	735.0	5.176056338028169	37.0	ICM0019_COSAG.1_Choanoflagellata	8.232658935302465e-20	4.7453046103083413e-17	1
Glyco_hydro_59	101.0	0.7112676056338029	10.0	ICM0019_COSAG.1_Choanoflagellata	5.516043400243359e-09	1.0601608105722228e-06	1
Glyco_hydro_59_C	52.0	0.3661971830985915	4.0	ICM0019_COSAG.1_Choanoflagellata	0.0005797100753089739	0.0353592473447717	1
Glyco_hydro_79n	140.0	0.9859154929577464	8.0	ICM0019_COSAG.1_Choanoflagellata	8.873624841363956e-06	0.0008895230188803798	1
Glyco_hydro_88	45.0	0.3169014084507042	4.0	ICM0019_COSAG.1_Choanoflagellata	0.00034720279612941463	0.022871736193027955	1
Glycohydro_20b2	277.0	1.9507042253521127	14.0	ICM0019_COSAG.1_Choanoflagellata	1.8892668941510005e-08	3.3506875008881127e-06	1
Guanylate_cyc	7975.0	56.16197183098591	10.0	ICM0019_COSAG.1_Choanoflagellata	4.731399196754373e-13	1.5583877125766973e-10	1
Guanylate_kin	416.0	2.9295774647887325	10.0	ICM0019_COSAG.1_Choanoflagellata	0.0007715287662467701	0.04492011927925639	1
GxDLY	37.0	0.2605633802816901	4.0	ICM0019_COSAG.1_Choanoflagellata	0.00017323841183526688	0.012801874433570235	1
GxGYxYP_C	83.0	0.5845070422535211	6.0	ICM0019_COSAG.1_Choanoflagellata	3.4327292261279846e-05	0.0030440386552925696	1
HATPase_c	3396.0	23.91549295774648	5.0	ICM0019_COSAG.1_Choanoflagellata	1.3320219283379311e-05	0.0012903822512503923	1
HH_signal	27.0	0.1901408450704225	4.0	ICM0019_COSAG.1_Choanoflagellata	5.680265191444933e-05	0.004547367856040083	1
HYR	492.0	3.464788732394366	13.0	ICM0019_COSAG.1_Choanoflagellata	5.4510800343395146e-05	0.00439440913537524	1
He_PIG	561.0	3.950704225352113	21.0	ICM0019_COSAG.1_Choanoflagellata	1.127979746594008e-09	2.76667032313526e-07	1
ILEI	84.0	0.5915492957746479	10.0	ICM0019_COSAG.1_Choanoflagellata	1.0739217976737842e-09	2.691341409474649e-07	1
Ig_Rha78A_N	113.0	0.795774647887324	10.0	ICM0019_COSAG.1_Choanoflagellata	1.4917318322876128e-08	2.7296324702558094e-06	1
Ig_TMEM132_4th	110.0	0.7746478873239436	10.0	ICM0019_COSAG.1_Choanoflagellata	1.1755468832783592e-08	2.221590896792283e-06	1
Ig_mannosidase	118.0	0.8309859154929577	8.0	ICM0019_COSAG.1_Choanoflagellata	2.6980443334240933e-06	0.00030795104035359356	1
Kelch_KLHDC2_KLHL20_DRC7	6455.0	45.45774647887324	17.0	ICM0019_COSAG.1_Choanoflagellata	6.3669069784877644e-06	0.0006553366397143478	1
Kunitz_BPTI	50.0	0.352112676056338	4.0	ICM0019_COSAG.1_Choanoflagellata	0.0005045310370552323	0.0316099662781126	1
LRR_1	8651.0	60.92253521126761	19.0	ICM0019_COSAG.1_Choanoflagellata	2.532584216310616e-09	5.61454439339015e-07	1
LRR_6	43563.0	306.78169014084506	393.0	ICM0019_COSAG.1_Choanoflagellata	7.316072436269287e-08	1.1553381239083882e-05	1
Lectin_C	855.0	6.02112676056338	19.0	ICM0019_COSAG.1_Choanoflagellata	1.2980115905020556e-05	0.0012680913233311607	1
Lipase_GDSL_3	36.0	0.2535211267605634	4.0	ICM0019_COSAG.1_Choanoflagellata	0.0001571800111776774	0.011766046551014708	1
MAP3K_TRAF_bd	13.0	0.0915492957746478	5.0	ICM0019_COSAG.1_Choanoflagellata	1.1242691862353461e-07	1.7280766905228094e-05	1
MGH1-like_GH	197.0	1.3873239436619718	16.0	ICM0019_COSAG.1_Choanoflagellata	2.6025172630152957e-12	8.108599731902792e-10	1
MYRF_ICA	14.0	0.0985915492957746	4.0	ICM0019_COSAG.1_Choanoflagellata	5.925639649386006e-06	0.0006210070352556535	1
Malectin	189.0	1.3309859154929575	10.0	ICM0019_COSAG.1_Choanoflagellata	1.3329336848050133e-06	0.0001617479949308652	1
Melibiase_2	770.0	5.422535211267606	45.0	ICM0019_COSAG.1_Choanoflagellata	3.170419329276851e-26	2.1499172957590317e-23	1
Melibiase_C	576.0	4.056338028169014	30.0	ICM0019_COSAG.1_Choanoflagellata	9.703262709164717e-17	4.302277404278879e-14	1
Myb_DNA-binding	5672.0	39.94366197183098	18.0	ICM0019_COSAG.1_Choanoflagellata	0.00034273155606685736	0.022706950450222595	1
Myosin_head	2777.0	19.556338028169016	38.0	ICM0019_COSAG.1_Choanoflagellata	0.0001121884445797118	0.008679922074596762	1
NAGLU	213.0	1.5	9.0	ICM0019_COSAG.1_Choanoflagellata	2.4828741563961266e-05	0.0022898058619947636	1
NAGLU_C	190.0	1.3380281690140845	7.0	ICM0019_COSAG.1_Choanoflagellata	0.0004333858397060369	0.02745094483588568	1
NUDT9_N	0.0	0.0	4.0	ICM0019_COSAG.1_Choanoflagellata	2.0889750993370177e-09	4.721902930422969e-07	1
Opy2	12.0	0.0845070422535211	4.0	ICM0019_COSAG.1_Choanoflagellata	3.5627185194075738e-06	0.00039491364511279336	1
PAE	541.0	3.8098591549295775	29.0	ICM0019_COSAG.1_Choanoflagellata	1.528643803874166e-16	6.526742878170884e-14	1
PAN_4	1642.0	11.56338028169014	50.0	ICM0019_COSAG.1_Choanoflagellata	2.343513507408206e-17	1.1746097266696435e-14	1
PDZ	2546.0	17.929577464788732	100.0	ICM0019_COSAG.1_Choanoflagellata	9.095251195742736e-42	9.531823253138388e-39	1
PH	8242.0	58.04225352112676	100.0	ICM0019_COSAG.1_Choanoflagellata	1.388970326464019e-07	2.052826913266309e-05	1
PID	174.0	1.2253521126760565	31.0	ICM0019_COSAG.1_Choanoflagellata	8.598150413075143e-32	7.079962711566446e-29	1
PK_Tyr_Ser-Thr	12461.0	87.75352112676056	120.0	ICM0019_COSAG.1_Choanoflagellata	0.0003059267504125489	0.020745432816210965	1
PLAT	731.0	5.147887323943662	22.0	ICM0019_COSAG.1_Choanoflagellata	2.0502539822624916e-08	3.581110289018485e-06	1
PPR	4006.0	28.211267605633804	4.0	ICM0019_COSAG.1_Choanoflagellata	7.02374514701713e-08	1.1245796396501873e-05	1
PPR_2	3105.0	21.866197183098592	6.0	ICM0019_COSAG.1_Choanoflagellata	0.0002542643683862077	0.01787292462656221	1
PQQ_2	646.0	4.549295774647887	23.0	ICM0019_COSAG.1_Choanoflagellata	4.742831084115591e-10	1.301794208040108e-07	1
Peptidase_S28	761.0	5.359154929577465	20.0	ICM0019_COSAG.1_Choanoflagellata	6.868689774127611e-07	8.997983604107171e-05	1
Piezo_TM1-24	51.0	0.3591549295774648	4.0	ICM0019_COSAG.1_Choanoflagellata	0.0005411940337318369	0.03372370173438171	1
Pkinase	49474.0	348.40845070422534	176.0	ICM0019_COSAG.1_Choanoflagellata	4.061205194753043e-22	2.6009763047285043e-19	1
RCC1	5889.0	41.471830985915496	18.0	ICM0019_COSAG.1_Choanoflagellata	0.0001692375045599905	0.012586902919790779	1
RCC1_2	4349.0	30.62676056338028	6.0	ICM0019_COSAG.1_Choanoflagellata	3.818924588659394e-07	5.241019364055416e-05	1
RNA_hel_CTD	0.0	0.0	4.0	ICM0019_COSAG.1_Choanoflagellata	2.0889750993370177e-09	4.721902930422969e-07	1
RRM_1	21714.0	152.9154929577465	88.0	ICM0019_COSAG.1_Choanoflagellata	1.5422545546519018e-07	2.2505203172186234e-05	1
RXYLT1_C	139.0	0.9788732394366196	8.0	ICM0019_COSAG.1_Choanoflagellata	8.444126269084909e-06	0.0008538937511404458	1
Ras	10354.0	72.91549295774648	35.0	ICM0019_COSAG.1_Choanoflagellata	4.609171173874206e-06	0.000496584348527307	1
Reelin_subrepeat-B	81.0	0.5704225352112676	5.0	ICM0019_COSAG.1_Choanoflagellata	0.0003121626457246494	0.021044508654466425	1
Reprolysin_2	67.0	0.4718309859154929	7.0	ICM0019_COSAG.1_Choanoflagellata	7.811685394463062e-07	0.00010118326879479794	1
Ricin_B_lectin	556.0	3.915492957746479	18.0	ICM0019_COSAG.1_Choanoflagellata	1.3552050480677616e-07	2.0289355576785916e-05	1
SASA	234.0	1.647887323943662	19.0	ICM0019_COSAG.1_Choanoflagellata	2.43393014777317e-14	9.352782247843033e-12	1
SH2	1631.0	11.485915492957746	126.0	ICM0019_COSAG.1_Choanoflagellata	1.3021604969131475e-83	3.002261241682953e-80	1
SH3_1	2113.0	14.880281690140846	81.0	ICM0019_COSAG.1_Choanoflagellata	1.816483917964154e-33	1.7450355505242305e-30	1
