annot	count_bg	avg_count	count_fg	species	pval	pval_adj	species_count
Lys_Orn_oxgnase	22.0	0.1549295774647887	4.0	ICM0115_COSAG.1_Prymnesiophyceae	5.033857763767888e-05	0.004106342694954485	1
MBD	109.0	0.7676056338028169	8.0	ICM0115_COSAG.1_Prymnesiophyceae	4.755832234705409e-06	0.0005160526638073738	1
MFS_1	7642.0	53.816901408450704	97.0	ICM0115_COSAG.1_Prymnesiophyceae	1.9366516098177396e-05	0.0017402630325096594	1
Melibiase_2	770.0	5.422535211267606	17.0	ICM0115_COSAG.1_Prymnesiophyceae	0.0002389727614170278	0.01533448293431022	1
Mem_trans	486.0	3.422535211267605	16.0	ICM0115_COSAG.1_Prymnesiophyceae	3.74597835492784e-06	0.000418313039207573	1
Methyltransf_16	2176.0	15.32394366197183	65.0	ICM0115_COSAG.1_Prymnesiophyceae	2.387387388596761e-18	1.3729864871819972e-15	1
Methyltransf_21	1311.0	9.232394366197184	93.0	ICM0115_COSAG.1_Prymnesiophyceae	1.473265809385596e-53	5.6485011131843755e-50	1
Methyltransf_22	215.0	1.5140845070422535	12.0	ICM0115_COSAG.1_Prymnesiophyceae	3.5205663236725565e-07	4.7639475123390286e-05	1
Methyltransf_24	530.0	3.732394366197183	31.0	ICM0115_COSAG.1_Prymnesiophyceae	9.359067771181987e-17	4.89309079564251e-14	1
Methyltransf_25	1340.0	9.43661971830986	27.0	ICM0115_COSAG.1_Prymnesiophyceae	2.1136336654407377e-05	0.001855802627473234	1
Methyltransf_32	312.0	2.197183098591549	15.0	ICM0115_COSAG.1_Prymnesiophyceae	8.159772445329454e-08	1.2032525982843512e-05	1
Mg_trans_NIPA	947.0	6.669014084507042	23.0	ICM0115_COSAG.1_Prymnesiophyceae	5.001275356741709e-06	0.0005376137304041415	1
Mpv17_PMP22	910.0	6.408450704225352	33.0	ICM0115_COSAG.1_Prymnesiophyceae	3.4584557967824518e-12	9.471228232045658e-10	1
Myosin_head	2777.0	19.556338028169016	66.0	ICM0115_COSAG.1_Prymnesiophyceae	4.792683825380016e-14	1.7782403019200306e-11	1
NAD_binding_10	950.0	6.690140845070423	19.0	ICM0115_COSAG.1_Prymnesiophyceae	0.0003549518509369433	0.020724143093790465	1
NAD_binding_8	1008.0	7.098591549295775	27.0	ICM0115_COSAG.1_Prymnesiophyceae	1.2836709148720172e-07	1.868959856057967e-05	1
NB-ARC	491.0	3.4577464788732395	22.0	ICM0115_COSAG.1_Prymnesiophyceae	3.1167721066876444e-10	6.401627280557372e-08	1
NUDT9_N	0.0	0.0	5.0	ICM0115_COSAG.1_Prymnesiophyceae	3.0506107642399296e-11	7.160841838834218e-09	1
Na_H_Exchanger	1391.0	9.795774647887324	24.0	ICM0115_COSAG.1_Prymnesiophyceae	0.0006976340613262138	0.037321799876158655	1
Na_H_antiport_1	35.0	0.2464788732394366	5.0	ICM0115_COSAG.1_Prymnesiophyceae	1.594905879262545e-05	0.0014675685938622235	1
Neur_chan_LBD	172.0	1.2112676056338028	12.0	ICM0115_COSAG.1_Prymnesiophyceae	3.602195792387065e-08	5.675678904662468e-06	1
Neur_chan_memb	152.0	1.0704225352112675	10.0	ICM0115_COSAG.1_Prymnesiophyceae	8.091166542696322e-07	0.00010340510841565898	1
Notch	989.0	6.964788732394366	23.0	ICM0115_COSAG.1_Prymnesiophyceae	9.803590474677184e-06	0.0009637683558951878	1
Nuc_sug_transp	871.0	6.133802816901408	20.0	ICM0115_COSAG.1_Prymnesiophyceae	4.2534661957436066e-05	0.0034945262988173545	1
Nucleotid_trans	1029.0	7.246478873239437	36.0	ICM0115_COSAG.1_Prymnesiophyceae	1.0088591382170445e-12	2.9753584122493456e-10	1
PAE	541.0	3.8098591549295775	14.0	ICM0115_COSAG.1_Prymnesiophyceae	0.00017621652364223201	0.011635963833357755	1
PAP_fibrillin	525.0	3.6971830985915495	14.0	ICM0115_COSAG.1_Prymnesiophyceae	0.0001306795936710257	0.009054678833759865	1
PAS_9	1859.0	13.091549295774648	30.0	ICM0115_COSAG.1_Prymnesiophyceae	0.000571778783235995	0.031466983563542654	1
PCIF1_WW	206.0	1.4507042253521127	9.0	ICM0115_COSAG.1_Prymnesiophyceae	6.280809849780542e-05	0.004752754927116828	1
PDZ	2546.0	17.929577464788732	53.0	ICM0115_COSAG.1_Prymnesiophyceae	1.2375568723476731e-09	2.412606634871684e-07	1
PDZ_6	1888.0	13.295774647887324	35.0	ICM0115_COSAG.1_Prymnesiophyceae	1.214651333711143e-05	0.001174026860533241	1
PK_Tyr_Ser-Thr	12461.0	87.75352112676056	34.0	ICM0115_COSAG.1_Prymnesiophyceae	7.99241342557365e-14	2.7857193703317615e-11	1
PP-binding	1757.0	12.373239436619718	45.0	ICM0115_COSAG.1_Prymnesiophyceae	4.5143446659385924e-11	1.0384798469525138e-08	1
Peptidase_S10	1308.0	9.211267605633802	25.0	ICM0115_COSAG.1_Prymnesiophyceae	0.00011923442569585498	0.008413707756771312	1
PhyH	1494.0	10.52112676056338	40.0	ICM0115_COSAG.1_Prymnesiophyceae	1.4991096585807856e-10	3.2922827538250346e-08	1
PseudoU_synth_2	1170.0	8.23943661971831	21.0	ICM0115_COSAG.1_Prymnesiophyceae	0.0007861539364224642	0.041560314210999705	1
RESC6	0.0	0.0	10.0	ICM0115_COSAG.1_Prymnesiophyceae	9.294096010227564e-22	6.68129326935234e-19	1
RMNT_CmcI	55.0	0.3873239436619718	6.0	ICM0115_COSAG.1_Prymnesiophyceae	9.211773076686014e-06	0.0009133949476555391	1
RPGR1_C	47.0	0.3309859154929577	6.0	ICM0115_COSAG.1_Prymnesiophyceae	4.0194104012698104e-06	0.00044453133110966694	1
RRM_1	21714.0	152.9154929577465	67.0	ICM0115_COSAG.1_Prymnesiophyceae	8.067496373929452e-20	5.1551301829409196e-17	1
Ras	10354.0	72.91549295774648	36.0	ICM0115_COSAG.1_Prymnesiophyceae	1.6223471417185995e-08	2.665748117721047e-06	1
Response_reg	3498.0	24.633802816901408	8.0	ICM0115_COSAG.1_Prymnesiophyceae	2.1392500946349125e-05	0.0018640647415523305	1
SAP	1590.0	11.19718309859155	36.0	ICM0115_COSAG.1_Prymnesiophyceae	7.146984337116984e-08	1.06759238760415e-05	1
SASA	234.0	1.647887323943662	9.0	ICM0115_COSAG.1_Prymnesiophyceae	0.0001585175168513748	0.010725108698967723	1
SET	3889.0	27.38732394366197	81.0	ICM0115_COSAG.1_Prymnesiophyceae	8.99233524791719e-14	3.0420541182806914e-11	1
SHIPPO-rpt	4898.0	34.49295774647887	89.0	ICM0115_COSAG.1_Prymnesiophyceae	6.330240740358328e-12	1.6932657905953835e-09	1
SHOCT	115.0	0.8098591549295775	15.0	ICM0115_COSAG.1_Prymnesiophyceae	2.040634414095228e-13	6.706107723120946e-11	1
SLATT_1	61.0	0.4295774647887324	6.0	ICM0115_COSAG.1_Prymnesiophyceae	1.590166306891091e-05	0.0014675685938622235	1
Sel1	27035.0	190.387323943662	143.0	ICM0115_COSAG.1_Prymnesiophyceae	2.1889106526749223e-07	3.0333554610924043e-05	1
ShK	1437.0	10.119718309859154	93.0	ICM0115_COSAG.1_Prymnesiophyceae	2.1232096479535732e-50	6.1052893426905e-47	1
Sulfatase	1774.0	12.492957746478874	51.0	ICM0115_COSAG.1_Prymnesiophyceae	3.899210416562424e-14	1.4949572737100333e-11	1
TIG	8938.0	62.94366197183098	162.0	ICM0115_COSAG.1_Prymnesiophyceae	3.0998463576391845e-20	2.097319576797994e-17	1
TPR_10	2527.0	17.795774647887324	60.0	ICM0115_COSAG.1_Prymnesiophyceae	6.719058498884776e-13	2.0337529172150708e-10	1
TPR_12	7630.0	53.732394366197184	103.0	ICM0115_COSAG.1_Prymnesiophyceae	8.263737236684984e-07	0.00010445000625972602	1
TPT	1861.0	13.105633802816902	36.0	ICM0115_COSAG.1_Prymnesiophyceae	2.7870652734877653e-06	0.0003205682477565628	1
TRAM_LAG1_CLN8	1074.0	7.563380281690141	22.0	ICM0115_COSAG.1_Prymnesiophyceae	9.238011260831851e-05	0.006725038324182781	1
TRPM2	127.0	0.8943661971830986	16.0	ICM0115_COSAG.1_Prymnesiophyceae	5.30270416985185e-14	1.9059907300511244e-11	1
TauD	715.0	5.035211267605634	24.0	ICM0115_COSAG.1_Prymnesiophyceae	1.1616189328631221e-08	1.994170293401736e-06	1
Thioesterase	253.0	1.7816901408450705	14.0	ICM0115_COSAG.1_Prymnesiophyceae	4.240214506024771e-08	6.59066854706715e-06	1
TylF	166.0	1.1690140845070425	14.0	ICM0115_COSAG.1_Prymnesiophyceae	2.7053939239602935e-10	5.657716529707509e-08	1
U-box	2319.0	16.330985915492956	45.0	ICM0115_COSAG.1_Prymnesiophyceae	1.4876992229815783e-07	2.1389395578417643e-05	1
UCH	5150.0	36.267605633802816	16.0	ICM0115_COSAG.1_Prymnesiophyceae	1.8143915077332148e-05	0.001656280247773606	1
WD40	93586.0	659.056338028169	393.0	ICM0115_COSAG.1_Prymnesiophyceae	1.6560614072887278e-46	3.80960366132699e-43	1
WW	4613.0	32.485915492957744	75.0	ICM0115_COSAG.1_Prymnesiophyceae	3.049899878016923e-08	4.940837802387416e-06	1
XK-related	105.0	0.7394366197183099	6.0	ICM0115_COSAG.1_Prymnesiophyceae	0.00026870146064580176	0.01679676195841311	1
cNMP_binding	7442.0	52.40845070422535	153.0	ICM0115_COSAG.1_Prymnesiophyceae	3.552873624488684e-24	2.9189394592049174e-21	1
p450	3315.0	23.34507042253521	8.0	ICM0115_COSAG.1_Prymnesiophyceae	7.119072385620589e-05	0.005317114972688833	1
zf-C2H2	6003.0	42.27464788732394	8.0	ICM0115_COSAG.1_Prymnesiophyceae	3.0288055083905713e-12	8.709330239377089e-10	1
zf-C2H2_6	227.0	1.5985915492957747	9.0	ICM0115_COSAG.1_Prymnesiophyceae	0.00012738366078726172	0.008879799190152027	1
zf-C3HC4_3	3678.0	25.901408450704224	59.0	ICM0115_COSAG.1_Prymnesiophyceae	1.1212729174444306e-06	0.0001386761408219983	1
zf-CW	341.0	2.401408450704225	24.0	ICM0115_COSAG.1_Prymnesiophyceae	5.81795127490013e-15	2.3899312701393316e-12	1
zf-CXXC	123.0	0.8661971830985915	25.0	ICM0115_COSAG.1_Prymnesiophyceae	1.389774585643878e-25	1.2296297910827605e-22	1
2OG-FeII_Oxy	798.0	5.619718309859155	14.0	ICM0116_SAG.1_Prymnesiophyceae	0.0001884384581235365	0.017662042379614457	1
2OG-FeII_Oxy_3	1989.0	14.007042253521126	71.0	ICM0116_SAG.1_Prymnesiophyceae	1.6841335804302197e-33	1.7603789007078788e-30	1
2OG-FeII_Oxy_5	107.0	0.7535211267605634	9.0	ICM0116_SAG.1_Prymnesiophyceae	1.8046160010764137e-08	4.322807245911793e-06	1
ADPrib_exo_Tox	90.0	0.6338028169014085	7.0	ICM0116_SAG.1_Prymnesiophyceae	1.1424045192786491e-06	0.00019316716415685158	1
AMP-binding	4183.0	29.45774647887324	66.0	ICM0116_SAG.1_Prymnesiophyceae	1.6167338108026068e-13	6.196401785536124e-11	1
ARM_PUB	114.0	0.8028169014084507	11.0	ICM0116_SAG.1_Prymnesiophyceae	1.2285732195645545e-10	4.0360385367295e-08	1
ART	1346.0	9.47887323943662	23.0	ICM0116_SAG.1_Prymnesiophyceae	3.1092971107874394e-06	0.0004525404832890377	1
Acetyltransf_1	3166.0	22.295774647887324	40.0	ICM0116_SAG.1_Prymnesiophyceae	2.5958671833909867e-06	0.0003899884088161742	1
Agenet	208.0	1.4647887323943662	7.0	ICM0116_SAG.1_Prymnesiophyceae	0.00019521703684754715	0.018019190220789738	1
Aldo_ket_red	2623.0	18.47183098591549	35.0	ICM0116_SAG.1_Prymnesiophyceae	3.317868764840252e-06	0.0004709735192362126	1
Arm	6381.0	44.936619718309856	192.0	ICM0116_SAG.1_Prymnesiophyceae	5.04595064744806e-76	9.669723424059633e-73	1
Asp_Arg_Hydrox	445.0	3.1338028169014085	14.0	ICM0116_SAG.1_Prymnesiophyceae	3.4002105483173316e-07	6.515936814092114e-05	1
Bestrophin	113.0	0.795774647887324	7.0	ICM0116_SAG.1_Prymnesiophyceae	4.7472272539969244e-06	0.000642160223134784	1
Bestrophin_2	998.0	7.028169014084507	26.0	ICM0116_SAG.1_Prymnesiophyceae	2.1452655517132468e-10	6.85173980933303e-08	1
CEMIP_beta-hel	306.0	2.1549295774647885	12.0	ICM0116_SAG.1_Prymnesiophyceae	2.486241215690571e-07	4.9287588789672736e-05	1
CRAL_TRIO	2081.0	14.654929577464788	25.0	ICM0116_SAG.1_Prymnesiophyceae	0.00045241108136103326	0.03663255361612085	1
CS	1500.0	10.56338028169014	24.0	ICM0116_SAG.1_Prymnesiophyceae	5.647077623229901e-06	0.0007378420285442887	1
Caps_synth	48.0	0.3380281690140845	4.0	ICM0116_SAG.1_Prymnesiophyceae	0.000188939921089979	0.017662042379614457	1
Cellulase	717.0	5.049295774647887	17.0	ICM0116_SAG.1_Prymnesiophyceae	9.242402091049928e-07	0.0001586106555864061	1
Chloroa_b-bind	1649.0	11.612676056338028	33.0	ICM0116_SAG.1_Prymnesiophyceae	6.559244675400421e-10	1.98468934941458e-07	1
Chromo	2103.0	14.809859154929578	57.0	ICM0116_SAG.1_Prymnesiophyceae	1.1111179034337393e-21	6.387816826840568e-19	1
CobW_C	688.0	4.845070422535211	14.0	ICM0116_SAG.1_Prymnesiophyceae	4.160185399454453e-05	0.004470449693731523	1
Condensation	448.0	3.1549295774647885	28.0	ICM0116_SAG.1_Prymnesiophyceae	4.434991576728391e-20	2.3178878704192292e-17	1
Cu2_monoox_C	187.0	1.3169014084507042	7.0	ICM0116_SAG.1_Prymnesiophyceae	0.00010374224903337427	0.010463406836716994	1
Cupin_8	1812.0	12.76056338028169	49.0	ICM0116_SAG.1_Prymnesiophyceae	7.884413058002943e-19	3.626199253636713e-16	1
DDE_Tnp_1_7	217.0	1.528169014084507	21.0	ICM0116_SAG.1_Prymnesiophyceae	5.187664046874184e-19	2.485323383789974e-16	1
DOT1	358.0	2.5211267605633805	12.0	ICM0116_SAG.1_Prymnesiophyceae	1.2189636453432421e-06	0.00020312527527763187	1
DUF305	24.0	0.1690140845070422	4.0	ICM0116_SAG.1_Prymnesiophyceae	1.5847166680661724e-05	0.0019180076052026159	1
DUF3431	170.0	1.1971830985915493	12.0	ICM0116_SAG.1_Prymnesiophyceae	5.140415894294884e-10	1.5974189716919615e-07	1
DUF4116	5810.0	40.91549295774648	5.0	ICM0116_SAG.1_Prymnesiophyceae	1.028916471498989e-08	2.517123742403272e-06	1
DUF4326	83.0	0.5845070422535211	6.0	ICM0116_SAG.1_Prymnesiophyceae	9.952758044891061e-06	0.001243878391306059	1
DUF659	48.0	0.3380281690140845	4.0	ICM0116_SAG.1_Prymnesiophyceae	0.000188939921089979	0.017662042379614457	1
DUF6625	85.0	0.5985915492957746	5.0	ICM0116_SAG.1_Prymnesiophyceae	0.0001394006595049309	0.013817489508514616	1
DUF7796	33.0	0.2323943661971831	5.0	ICM0116_SAG.1_Prymnesiophyceae	2.0102558375936213e-06	0.0003123502921709656	1
DUF7885	0.0	0.0	9.0	ICM0116_SAG.1_Prymnesiophyceae	3.9851156204388146e-21	2.1819456858954995e-18	1
Decapeptide	321.0	2.26056338028169	109.0	ICM0116_SAG.1_Prymnesiophyceae	2.4148399258253953e-144	2.7765829467140394e-140	1
Dev_Cell_Death	109.0	0.7676056338028169	8.0	ICM0116_SAG.1_Prymnesiophyceae	2.9748956825771673e-07	5.7975170437749614e-05	1
DiatomPyrShell	102.0	0.7183098591549296	6.0	ICM0116_SAG.1_Prymnesiophyceae	3.0027615044990593e-05	0.0033197838248779023	1
Dimer_Tnp_hAT	337.0	2.3732394366197185	20.0	ICM0116_SAG.1_Prymnesiophyceae	2.1971453108073263e-14	9.022420279879513e-12	1
DnaJ	7313.0	51.5	79.0	ICM0116_SAG.1_Prymnesiophyceae	4.4242433893568814e-08	1.0381622549148047e-05	1
EF-hand_5	4944.0	34.816901408450704	128.0	ICM0116_SAG.1_Prymnesiophyceae	1.3836841536397611e-44	1.7677333776166637e-41	1
EF-hand_6	782.0	5.507042253521127	17.0	ICM0116_SAG.1_Prymnesiophyceae	2.860349477267797e-06	0.00042164484986698884	1
EF-hand_7	17178.0	120.97183098591547	322.0	ICM0116_SAG.1_Prymnesiophyceae	3.9213421070854866e-76	9.017518309453785e-73	1
EF-hand_8	1422.0	10.014084507042254	30.0	ICM0116_SAG.1_Prymnesiophyceae	1.181816825575849e-09	3.235364252493122e-07	1
Exostosin_GT47	892.0	6.28169014084507	32.0	ICM0116_SAG.1_Prymnesiophyceae	4.697355747689086e-16	2.0003776439603377e-13	1
FAD_binding_3	1318.0	9.28169014084507	19.0	ICM0116_SAG.1_Prymnesiophyceae	0.00018617675113156596	0.017662042379614457	1
FKBP_C	2680.0	18.87323943661972	30.0	ICM0116_SAG.1_Prymnesiophyceae	0.0003293362874122572	0.02743991762801546	1
FKS1_dom1	135.0	0.9507042253521126	8.0	ICM0116_SAG.1_Prymnesiophyceae	1.3687288987005188e-06	0.00022482349824655095	1
Filamin	2051.0	14.443661971830986	75.0	ICM0116_SAG.1_Prymnesiophyceae	6.013059436062473e-36	6.913815739584631e-33	1
G8	389.0	2.73943661971831	13.0	ICM0116_SAG.1_Prymnesiophyceae	4.598088033678899e-07	8.391875589085711e-05	1
GYF_2	289.0	2.035211267605634	8.0	ICM0116_SAG.1_Prymnesiophyceae	0.00025292347746646557	0.02219934460999558	1
Galactosyl_T	456.0	3.211267605633803	14.0	ICM0116_SAG.1_Prymnesiophyceae	4.504594666420229e-07	8.353843463628998e-05	1
Glucan_synthase	321.0	2.26056338028169	13.0	ICM0116_SAG.1_Prymnesiophyceae	5.5715133333702995e-08	1.2561031432763079e-05	1
Glyco_hydro_2_C	339.0	2.387323943661972	11.0	ICM0116_SAG.1_Prymnesiophyceae	4.510770634207128e-06	0.0006174385803823043	1
Glyco_transf_25	312.0	2.197183098591549	8.0	ICM0116_SAG.1_Prymnesiophyceae	0.00041490772881108186	0.033834106850140565	1
Glyco_transf_29	452.0	3.183098591549296	15.0	ICM0116_SAG.1_Prymnesiophyceae	6.774796387306159e-08	1.4697473370046454e-05	1
Glyco_transf_61	1335.0	9.401408450704226	18.0	ICM0116_SAG.1_Prymnesiophyceae	0.0005803527472758409	0.04601997164260427	1
Glyco_transf_90	633.0	4.457746478873239	12.0	ICM0116_SAG.1_Prymnesiophyceae	0.0002681594430246584	0.02315185376479346	1
Guanylate_cyc	7975.0	56.16197183098591	8.0	ICM0116_SAG.1_Prymnesiophyceae	1.1550074674422001e-10	3.905963488426593e-08	1
HAD_SAK_2	227.0	1.5985915492957747	8.0	ICM0116_SAG.1_Prymnesiophyceae	5.0822178386573954e-05	0.00536104043200759	1
HPAT	278.0	1.9577464788732395	8.0	ICM0116_SAG.1_Prymnesiophyceae	0.00019627102164016718	0.018019190220789738	1
Ion_trans	10808.0	76.11267605633803	219.0	ICM0116_SAG.1_Prymnesiophyceae	1.5899674898864434e-57	2.2851807748392906e-54	1
Isochorismatase	639.0	4.5	15.0	ICM0116_SAG.1_Prymnesiophyceae	4.422060249948232e-06	0.0006125885392036719	1
KR	538.0	3.788732394366197	64.0	ICM0116_SAG.1_Prymnesiophyceae	8.277963191588045e-60	1.3597145825268478e-56	1
Ketoacyl-synt_C	1018.0	7.169014084507042	99.0	ICM0116_SAG.1_Prymnesiophyceae	8.750091746612783e-84	3.3536184967517927e-80	1
LSDAT_euk	216.0	1.5211267605633805	7.0	ICM0116_SAG.1_Prymnesiophyceae	0.0002437433933959289	0.02165730347188859	1
MORN	29519.0	207.88028169014083	219.0	ICM0116_SAG.1_Prymnesiophyceae	1.1695422917705482e-05	0.0014459566957825552	1
MSS51_C	197.0	1.3873239436619718	9.0	ICM0116_SAG.1_Prymnesiophyceae	2.3606123922170767e-06	0.00036189761714282596	1
Methyltransf_16	2176.0	15.32394366197183	37.0	ICM0116_SAG.1_Prymnesiophyceae	4.505463427707023e-09	1.1511959664838967e-06	1
Methyltransf_21	1311.0	9.232394366197184	49.0	ICM0116_SAG.1_Prymnesiophyceae	1.856525293848935e-24	1.4230885219116704e-21	1
Methyltransf_22	215.0	1.5140845070422535	14.0	ICM0116_SAG.1_Prymnesiophyceae	5.200833963595659e-11	1.8687246535444654e-08	1
Methyltransf_24	530.0	3.732394366197183	16.0	ICM0116_SAG.1_Prymnesiophyceae	8.747566662283483e-08	1.828718572417009e-05	1
Methyltransf_36	9.0	0.0633802816901408	4.0	ICM0116_SAG.1_Prymnesiophyceae	5.904985303531259e-07	0.00010608675159375377	1
Mg_trans_NIPA	947.0	6.669014084507042	20.0	ICM0116_SAG.1_Prymnesiophyceae	6.179406125268528e-07	0.00010930894096667313	1
Mpv17_PMP22	910.0	6.408450704225352	21.0	ICM0116_SAG.1_Prymnesiophyceae	8.024861056450312e-08	1.7087009708715867e-05	1
Myosin_head	2777.0	19.556338028169016	44.0	ICM0116_SAG.1_Prymnesiophyceae	1.3679862610200674e-09	3.6579316346997055e-07	1
NAD_binding_8	1008.0	7.098591549295775	16.0	ICM0116_SAG.1_Prymnesiophyceae	0.00020669475527857782	0.0185670023140085	1
Neur_chan_LBD	172.0	1.2112676056338028	7.0	ICM0116_SAG.1_Prymnesiophyceae	6.276957590252869e-05	0.006561132579338862	1
Neur_chan_memb	152.0	1.0704225352112675	6.0	ICM0116_SAG.1_Prymnesiophyceae	0.00024486427651291675	0.02165730347188859	1
Nuc_sug_transp	871.0	6.133802816901408	16.0	ICM0116_SAG.1_Prymnesiophyceae	4.04073688321509e-05	0.004383055913510104	1
Nucleotid_trans	1029.0	7.246478873239437	31.0	ICM0116_SAG.1_Prymnesiophyceae	1.1551655187322486e-13	4.580032115304619e-11	1
O-FucT	377.0	2.6549295774647885	9.0	ICM0116_SAG.1_Prymnesiophyceae	0.00030768005586203706	0.026012538840453694	1
PAS_9	1859.0	13.091549295774648	25.0	ICM0116_SAG.1_Prymnesiophyceae	9.579390147883838e-05	0.009747241408882156	1
PDZ_6	1888.0	13.295774647887324	23.0	ICM0116_SAG.1_Prymnesiophyceae	0.00047779672381137635	0.03841752958309934	1
PHD	2396.0	16.87323943661972	30.0	ICM0116_SAG.1_Prymnesiophyceae	4.429583937453755e-05	0.004715866306744748	1
PKS_DH_N	256.0	1.8028169014084507	28.0	ICM0116_SAG.1_Prymnesiophyceae	3.597484940236747e-26	2.954562988774437e-23	1
PK_Tyr_Ser-Thr	12461.0	87.75352112676056	21.0	ICM0116_SAG.1_Prymnesiophyceae	5.7980612321250074e-11	2.0201850923325254e-08	1
PP-binding	1757.0	12.373239436619718	154.0	ICM0116_SAG.1_Prymnesiophyceae	3.745431361925823e-123	2.1532484899711558e-119	1
PP2C	4257.0	29.97887323943662	49.0	ICM0116_SAG.1_Prymnesiophyceae	3.1591842363622507e-06	0.0004540537543711645	1
PS-DH	276.0	1.943661971830986	25.0	ICM0116_SAG.1_Prymnesiophyceae	1.0778885210504223e-21	6.387816826840568e-19	1
PUF	4547.0	32.021126760563384	5.0	ICM0116_SAG.1_Prymnesiophyceae	3.8089223445370822e-06	0.0005340852331400899	1
PhyH	1494.0	10.52112676056338	31.0	ICM0116_SAG.1_Prymnesiophyceae	9.270596779114189e-10	2.599837116250121e-07	1
Pro_CA	355.0	2.5	9.0	ICM0116_SAG.1_Prymnesiophyceae	0.00020040779091540516	0.018144006141301797	1
RESC6	0.0	0.0	4.0	ICM0116_SAG.1_Prymnesiophyceae	8.587387297546508e-10	2.468444478679744e-07	1
RNA_hel_CTD	0.0	0.0	4.0	ICM0116_SAG.1_Prymnesiophyceae	8.587387297546508e-10	2.468444478679744e-07	1
RPGR1_C	47.0	0.3309859154929577	5.0	ICM0116_SAG.1_Prymnesiophyceae	9.773666489618318e-06	0.0012391556566943025	1
RRM_1	21714.0	152.9154929577465	66.0	ICM0116_SAG.1_Prymnesiophyceae	2.366206252321216e-07	4.773094647226201e-05	1
RVT_2	967.0	6.809859154929577	40.0	ICM0116_SAG.1_Prymnesiophyceae	9.317929765048303e-22	5.952086468806965e-19	1
Ras	10354.0	72.91549295774648	17.0	ICM0116_SAG.1_Prymnesiophyceae	1.6223311660932127e-09	4.239446306304491e-07	1
Response_reg	3498.0	24.633802816901408	4.0	ICM0116_SAG.1_Prymnesiophyceae	7.161896519733105e-05	0.007418692448999211	1
Rossman_Mical	67.0	0.4718309859154929	4.0	ICM0116_SAG.1_Prymnesiophyceae	0.0006249892934972336	0.04855491146372427	1
Rotamase	346.0	2.436619718309859	9.0	ICM0116_SAG.1_Prymnesiophyceae	0.00016659226270837095	0.016096452408578564	1
SACS	339.0	2.387323943661972	9.0	ICM0116_SAG.1_Prymnesiophyceae	0.00014370353263100678	0.014122249728130906	1
SAP	1590.0	11.19718309859155	29.0	ICM0116_SAG.1_Prymnesiophyceae	4.723980577002615e-08	1.0863265734875213e-05	1
SET	3889.0	27.38732394366197	61.0	ICM0116_SAG.1_Prymnesiophyceae	1.6360133175627445e-12	6.068026169463366e-10	1
SGNH	35.0	0.2464788732394366	5.0	ICM0116_SAG.1_Prymnesiophyceae	2.6116809426722397e-06	0.0003899884088161742	1
SHIPPO-rpt	4898.0	34.49295774647887	52.0	ICM0116_SAG.1_Prymnesiophyceae	1.5180903707488698e-05	0.0018569152215819687	1
STELLO	53.0	0.3732394366197183	4.0	ICM0116_SAG.1_Prymnesiophyceae	0.0002698163510595168	0.02315185376479346	1
Sel1	27035.0	190.387323943662	31.0	ICM0116_SAG.1_Prymnesiophyceae	4.807493737370285e-31	4.252043307098734e-28	1
ShK	1437.0	10.119718309859154	61.0	ICM0116_SAG.1_Prymnesiophyceae	6.785164644684794e-33	6.501318590382146e-30	1
SnoaL	57.0	0.4014084507042254	4.0	ICM0116_SAG.1_Prymnesiophyceae	0.0003503872685703338	0.028983833194400708	1
Sulfatase	1774.0	12.492957746478874	29.0	ICM0116_SAG.1_Prymnesiophyceae	4.2479932184047603e-07	8.007119020527529e-05	1
Sulfotransfer_2	406.0	2.859154929577465	11.0	ICM0116_SAG.1_Prymnesiophyceae	2.288950870395702e-05	0.002713232691526782	1
TIG	8938.0	62.94366197183098	123.0	ICM0116_SAG.1_Prymnesiophyceae	3.8299388187670785e-19	1.9146363712253856e-16	1
TOD1_MUCI70	31.0	0.2183098591549295	5.0	ICM0116_SAG.1_Prymnesiophyceae	1.5234907590655495e-06	0.00024329301038521786	1
TPT	1861.0	13.105633802816902	26.0	ICM0116_SAG.1_Prymnesiophyceae	2.3345640985523984e-05	0.002739063061750559	1
TRPM2	127.0	0.8943661971830986	7.0	ICM0116_SAG.1_Prymnesiophyceae	9.807198187439687e-06	0.0012391556566943025	1
Thioesterase	253.0	1.7816901408450705	8.0	ICM0116_SAG.1_Prymnesiophyceae	0.00010527379984169898	0.010525549135477	1
TylF	166.0	1.1690140845070425	10.0	ICM0116_SAG.1_Prymnesiophyceae	5.777548240342584e-08	1.2775048012972889e-05	1
UCH	5150.0	36.267605633802816	11.0	ICM0116_SAG.1_Prymnesiophyceae	0.00041220943215647583	0.033834106850140565	1
WD40	93586.0	659.056338028169	302.0	ICM0116_SAG.1_Prymnesiophyceae	8.334437126946811e-24	5.637021063860849e-21	1
cNMP_binding	7442.0	52.40845070422535	120.0	ICM0116_SAG.1_Prymnesiophyceae	5.578393270849004e-24	4.008772864263865e-21	1
ketoacyl-synt	1225.0	8.626760563380282	101.0	ICM0116_SAG.1_Prymnesiophyceae	6.093284961929556e-79	1.751514762306651e-75	1
ubiquitin	5821.0	40.99295774647887	13.0	ICM0116_SAG.1_Prymnesiophyceae	0.0003179622227080643	0.02668561778611185	1
